Synergy!ID,HistoryID,宿泊数(県内),交通費,訪問目的(やんばるエリア)_ALL,訪問目的(やんばるエリア)_宿でのんびり過ごす,訪問目的(やんばるエリア)_リゾートホテルを楽しむ,訪問目的(やんばるエリア)_地元の美味しいものを食べる,訪問目的(やんばるエリア)_花見などの自然鑑賞,訪問目的(やんばるエリア)_名所、旧跡の観光,訪問目的(やんばるエリア)_テーマパーク:沖縄美ら海水族館,訪問目的(やんばるエリア)_テーマパーク:JUNGLIA,訪問目的(やんばるエリア)_テーマパーク:その他,訪問目的(やんばるエリア)_買い物、アウトレット,訪問目的(やんばるエリア)_お祭りやイベントへの参加・見物,訪問目的(やんばるエリア)_地域の行事,訪問目的(やんばるエリア)_スポーツ観戦や芸能鑑賞(コンサート等),訪問目的(やんばるエリア)_アウトドア:ビーチ・海水浴,訪問目的(やんばるエリア)_アウトドア:マリンスポーツ,訪問目的(やんばるエリア)_アウトドア:登山・トレッキング,訪問目的(やんばるエリア)_アウトドア:キャンプ,訪問目的(やんばるエリア)_まちあるき・集落散策,訪問目的(やんばるエリア)_各種体験(手作り、果物狩りなど),訪問目的(やんばるエリア)_その他スポーツ(ゴルフ、テニスなど),訪問目的(やんばるエリア)_ドライブ・ツーリング,訪問目的(やんばるエリア)_友人・親戚を尋ねる,訪問目的(やんばるエリア)_出張など仕事関係,訪問目的(やんばるエリア)_その他,訪問目的(やんばるエリア)_その他_text,同行者(やんばるエリア),同行者(やんばるエリア)_その他_text,情報収集(やんばるエリア)_ALL,情報収集(やんばるエリア)_観光展・物産展,情報収集(やんばるエリア)_新聞・雑誌・ガイドブック,情報収集(やんばるエリア)_TV・ラジオ番組やCM,情報収集(やんばるエリア)_観光パンフレット・ポスター,情報収集(やんばるエリア)_観光協会のHP,情報収集(やんばるエリア)_美ら海水族館等の観光関連事業者HP,情報収集(やんばるエリア)_宿泊事業者のHP,情報収集(やんばるエリア)_Chat GPT等の生成AI,情報収集(やんばるエリア)_Google map,情報収集(やんばるエリア)_インターネット・アプリ,情報収集(やんばるエリア)_YouTube,情報収集(やんばるエリア)_Twitter,情報収集(やんばるエリア)_Instagram,情報収集(やんばるエリア)_Facebook,情報収集(やんばるエリア)_ブログ,情報収集(やんばるエリア)_友人・知人,情報収集(やんばるエリア)_観光協会・空港・道の駅等の案内所,情報収集(やんばるエリア)_タクシードライバーや地元の人,情報収集(やんばるエリア)_宿泊施設,情報収集(やんばるエリア)_その他,情報収集(やんばるエリア)_その他_text,やんばるエリアまでの交通手段_ALL,やんばるエリアまでの交通手段_自家用車,やんばるエリアまでの交通手段_レンタカー,やんばるエリアまでの交通手段_ヘリコプター,やんばるエリアまでの交通手段_旅行会社ツアーバス,やんばるエリアまでの交通手段_フェリー,やんばるエリアまでの交通手段_路線バス、高速バス、シャトルバス,やんばるエリアまでの交通手段_タクシー,やんばるエリアまでの交通手段_その他,やんばるエリアまでの交通手段_その他_text,やんばるエリア内での交通手段_ALL,やんばるエリア内での交通手段_自家用車,やんばるエリア内での交通手段_レンタカー,やんばるエリア内での交通手段_タクシー,やんばるエリア内での交通手段_旅行会社ツアーバス,やんばるエリア内での交通手段_路線バス,やんばるエリア内での交通手段_徒歩,やんばるエリア内での交通手段_レンタサイクル,やんばるエリア内での交通手段_その他,やんばるエリア内での交通手段_その他_text,やんばるエリア内での交通手段の満足度,やんばるエリア内での交通手段の満足度の理由,宿泊数(やんばるエリア),宿泊費(やんばるエリア),観光費(やんばるエリア),飲食費(やんばるエリア),土産費(やんばるエリア),訪問回数(やんばるエリア),前回訪問時期(やんばるエリア),今後の来訪意向(やんばるエリア),今後の来訪時期(やんばるエリア),体験・サービス満足度(やんばるエリア),体験・サービス満足度の理由(やんばるエリア),推奨度(やんばるエリア),推奨項目(やんばるエリア),改善点(やんばるエリア),改善点の内容(やんばるエリア),回答前に訪問したエリア(調査地),回答前に訪問した主な施設(調査地),回答前に訪問した主な施設・その他(調査地),回答後に訪問予定のエリア(調査地),回答後に訪問予定の主な施設(調査地),回答後に訪問予定の主な施設・その他(調査地),現地消費額(調査地),体験・サービス満足度(調査地),体験・サービス満足度の理由(調査地),施設に求めるもの(調査地),施設推奨度(調査地),施設推奨項目(調査地),性別,生年,都道府県,世帯年収,訪問地のエリア名,訪問地の市町村,回答日時
6107,5467,日帰り,"5,000円未満",出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,職場の同僚,,"インターネット・アプリ,友人・知人",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,"5,000円未満",使わない,使わない,使わない,11回目以上,半年以内,必ず来たい,半年以内,大変満足,そこでしか会えない人に会えたから,10,面白い人,ある,公園の駐車場が有料,なかやんばる(名護市・本部町・今帰仁村),その他,本部港,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),その他,黒糖作り体験,使わない,やや満足,食堂が休みだった,"町の名産を使った食事
子どもが走り回れる場所",5,海が近い,女性,1979,沖縄県,100-200万円未満,有銘・慶佐次・平良エリア,東村,2026-02-16 0:34:53
6108,5468,4泊,"40,000円以上 50,000円未満","宿でのんびり過ごす,リゾートホテルを楽しむ,テーマパーク:JUNGLIA",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,親,,"宿泊事業者のHP,Google map,インターネット・アプリ",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,"普段使用している自宅の車と仕様が似ているため、普段の感覚で移動することができた。
バスや電車の様に身内以外の人がいないので、リラックスできた。",4泊,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2-3回目,半年-1年前,必ず来たい,半年-1年後,大変満足,那覇市内よりものんびりできるため。,9,リゾートホテルが多くのんびりでき、美ら海水族館やジャングリアなど、観光地も多くある点,ない,,特になし,特に無し,,なかやんばる(名護市・本部町・今帰仁村),JUNGLIA,,"5,000円未満",大変満足,"施設見学が解説付きで面白かった
また、見学後のビール試飲も限定品が飲めてとても良かった",,9,,女性,2000,東京都,400-600万円未満,名護市街エリア,名護市,2026-02-16 0:40:45
6109,5469,3泊,"10,000円以上 20,000円未満",スポーツ観戦や芸能鑑賞(コンサート等),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,親,,"新聞・雑誌・ガイドブック,インターネット・アプリ",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,2泊,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",6-10回目,半年-1年前,必ず来たい,半年-1年後,満足,,7,,ない,,なかやんばる(名護市・本部町・今帰仁村),その他,Enagic スタジアム名護,なかやんばる(名護市・本部町・今帰仁村),その他,Enagic スタジアム名護,"5,000円未満",大変満足,,,10,,女性,1996,埼玉県,600-800万円未満,海洋博公園・観光拠点エリア,本部町,2026-02-16 0:46:24
6110,5470,4泊,"50,000円以上 100,000円未満","地元の美味しいものを食べる,名所、旧跡の観光",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,新聞・雑誌・ガイドブック,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,"自家用車,旅行会社ツアーバス,路線バス",1,0,0,1,1,0,0,0,,大変満足,,やんばるエリアには宿泊しない,"40,000円以上 50,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2-3回目,5年以上前,来たい,半年-1年後,大変満足,地元の方の対応が良い,2,今までの南部観光から、違う沖縄への転換が必要,ある,案内表示がわかりにくい、アバウト過ぎる,島やんばる(伊江村・伊是名村・伊平屋村),その他,,中部,美浜アメリカンビレッジ,,"5,000円未満",大変満足,ライダーが多く不思議な感じだったが、感じが良いと感じるらあライダー,ライダーの集合場所の様なので、それなりに地域の周知があると感じる、スタッフの感じが良いので地域に密着感の出し方が検討だと思います,2,ライダーの集合場所として認知されている事から、地域に周知されたいると感じる,男性,1954,北海道,100-200万円未満,有銘・慶佐次・平良エリア,東村,2026-02-16 1:13:46
6112,5471,3泊,"5,000円以上 10,000円未満",地元の美味しいものを食べる,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,Instagram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,自由がきくから,1泊,"10,000円以上 20,000円未満",使わない,"5,000円以上 10,000円未満","10,000円以上 20,000円未満",6-10回目,半年-1年前,必ず来たい,半年-1年後,大変満足,,10,お気に入りのステーキ屋　ふりっぱー,ない,,なかやんばる(名護市・本部町・今帰仁村),その他,,島やんばる(伊江村・伊是名村・伊平屋村),伊江ビーチ,,"5,000円未満",大変満足,お気に入りのお店なので何度もきています,,10,,女性,1974,愛知県,800-1000万円未満,おんなの駅エリア,恩納村,2026-02-16 6:35:47
6113,5472,日帰り,"5,000円未満","地元の美味しいものを食べる,花見などの自然鑑賞,その他",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,バードウォッチング,パートナー(恋人・夫婦など),,"インターネット・アプリ,Twitter,Instagram,その他",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,博物館の展示物,自家用車,1,0,0,0,0,0,0,0,,"自家用車,徒歩",1,0,0,0,0,1,0,0,,,,やんばるエリアには宿泊しない,"5,000円未満","5,000円未満","5,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,普通,"マップアプリなどの充実がある影響か
地図や案内板の不備を感じた。",10,都心にはない　空気の澄んだ感じ、車も人も少なくリラックスできる。,ある,給油所、コンビニがないせいか　トイレに困る。公衆トイレの整備は困難だろうから　最寄りのトイレ案内があると安心する。,うふやんばる(国頭村・大宜味村・東村),その他,山と水の生活博物館,なかやんばる(名護市・本部町・今帰仁村),その他,沈下橋,使わない,普通,案内板の不備,"せっかくの、恵まれた自然の豊かさを地元民でさえ　案内不足を感じたので　もっとPRに力をいれたら良いと感じた。SNSなども利用して。
",8,到着後　近場で体験できる事があり気軽に楽しめる。,女性,1962,沖縄県,600-800万円未満,有銘・慶佐次・平良エリア,東村,2026-02-16 6:50:33
6114,5473,2泊,"5,000円以上 10,000円未満","地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館,テーマパーク:JUNGLIA",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,インターネット・アプリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,"自由に行動できる
景色を楽しめる
寄り道できる",やんばるエリアには宿泊しない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",4-5回目,半年-1年前,必ず来たい,半年-1年後,満足,景色を楽しめる,8,美ら海水族館や、ジャングリアなど仲間と楽しめる,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,南部,国際通り,,"5,000円以上 10,000円未満",満足,"コースも平らでプレイしやすい、ロビーも広く、ゆっくりできた。
",,8,コースの良さ,女性,1976,群馬県,400-600万円未満,本部港周辺エリア,本部町,2026-02-16 7:43:10
6115,5474,2泊,"10,000円以上 20,000円未満",宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中学生以上を含む家族(小学生以下は含まない),,"観光展・物産展,宿泊施設",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,2泊,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満","5,000円未満",4-5回目,半年-1年前,必ず来たい,半年-1年後,大変満足,,5,海が素敵,ある,道路整備,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),金武観音寺,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),道の駅ぎのざ,,"5,000円未満",満足,のんびり出来るところ,お見上げが少ない,4,,男性,1965,沖縄県,600-800万円未満,有銘・慶佐次・平良エリア,東村,2026-02-16 7:50:02
6116,5475,4泊,"5,000円以上 10,000円未満","テーマパーク:沖縄美ら海水族館,スポーツ観戦や芸能鑑賞(コンサート等)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,"観光パンフレット・ポスター,インターネット・アプリ,YouTube",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,時間に縛られない行動ができるから,3泊,"10,000円以上 20,000円未満","30,000円以上 40,000円未満",使わない,"5,000円以上 10,000円未満",初めて,,来たい,1-3年後,満足,美ら海水族館が予想以上に良く楽しめた。,10,美ら海水族館が楽しめること。,ある,お酒を飲まなくても楽しめる夕食するお店が少ないところ,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,南部,首里城公園,,"5,000円未満",やや満足,沖縄の果物が安いところ。お土産として持ち帰りたかったが県外に持ち出しが出来ないと知って残念に思った。,,8,沖縄の果物が安いところ,男性,1963,福岡県,200-300万円未満,道の駅ぎのざエリア,宜野座村,2026-02-16 7:56:54
6117,5476,1泊,"100,000円以上",スポーツ観戦や芸能鑑賞(コンサート等),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,中学生以上を含む家族(小学生以下は含まない),,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,自由に動けるので良いです,1泊,"10,000円以上 20,000円未満","5,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",4-5回目,5年以上前,必ず来たい,半年-1年後,大変満足,オクマリゾートホテルに泊まる事が自分へのご褒美になっております。,10,オクマリゾートホテルのスタッフの皆様のホスピタリティの素晴らしさ,ない,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),道の駅ぎのざ,,中部,東南植物楽園,,"10,000円以上 20,000円未満",大変満足,スタッフの皆様のホスピタリティ,朝食が美味しいし楽しいです。,10,スタッフの皆様のホスピタリティ,女性,1975,北海道,400-600万円未満,道の駅ゆいゆい国頭エリア,国頭村,2026-02-16 8:57:07
