Synergy!ID,HistoryID,宿泊数(県内),交通費,訪問目的(やんばるエリア)_ALL,訪問目的(やんばるエリア)_宿でのんびり過ごす,訪問目的(やんばるエリア)_リゾートホテルを楽しむ,訪問目的(やんばるエリア)_地元の美味しいものを食べる,訪問目的(やんばるエリア)_花見などの自然鑑賞,訪問目的(やんばるエリア)_名所、旧跡の観光,訪問目的(やんばるエリア)_テーマパーク:沖縄美ら海水族館,訪問目的(やんばるエリア)_テーマパーク:JUNGLIA,訪問目的(やんばるエリア)_テーマパーク:その他,訪問目的(やんばるエリア)_買い物、アウトレット,訪問目的(やんばるエリア)_お祭りやイベントへの参加・見物,訪問目的(やんばるエリア)_地域の行事,訪問目的(やんばるエリア)_スポーツ観戦や芸能鑑賞(コンサート等),訪問目的(やんばるエリア)_アウトドア:ビーチ・海水浴,訪問目的(やんばるエリア)_アウトドア:マリンスポーツ,訪問目的(やんばるエリア)_アウトドア:登山・トレッキング,訪問目的(やんばるエリア)_アウトドア:キャンプ,訪問目的(やんばるエリア)_まちあるき・集落散策,訪問目的(やんばるエリア)_各種体験(手作り、果物狩りなど),訪問目的(やんばるエリア)_その他スポーツ(ゴルフ、テニスなど),訪問目的(やんばるエリア)_ドライブ・ツーリング,訪問目的(やんばるエリア)_友人・親戚を尋ねる,訪問目的(やんばるエリア)_出張など仕事関係,訪問目的(やんばるエリア)_その他,訪問目的(やんばるエリア)_その他_text,同行者(やんばるエリア),同行者(やんばるエリア)_その他_text,情報収集(やんばるエリア)_ALL,情報収集(やんばるエリア)_観光展・物産展,情報収集(やんばるエリア)_新聞・雑誌・ガイドブック,情報収集(やんばるエリア)_TV・ラジオ番組やCM,情報収集(やんばるエリア)_観光パンフレット・ポスター,情報収集(やんばるエリア)_観光協会のHP,情報収集(やんばるエリア)_美ら海水族館等の観光関連事業者HP,情報収集(やんばるエリア)_宿泊事業者のHP,情報収集(やんばるエリア)_Chat GPT等の生成AI,情報収集(やんばるエリア)_Google map,情報収集(やんばるエリア)_インターネット・アプリ,情報収集(やんばるエリア)_YouTube,情報収集(やんばるエリア)_Twitter,情報収集(やんばるエリア)_Instagram,情報収集(やんばるエリア)_Facebook,情報収集(やんばるエリア)_ブログ,情報収集(やんばるエリア)_友人・知人,情報収集(やんばるエリア)_観光協会・空港・道の駅等の案内所,情報収集(やんばるエリア)_タクシードライバーや地元の人,情報収集(やんばるエリア)_宿泊施設,情報収集(やんばるエリア)_その他,情報収集(やんばるエリア)_その他_text,やんばるエリアまでの交通手段_ALL,やんばるエリアまでの交通手段_自家用車,やんばるエリアまでの交通手段_レンタカー,やんばるエリアまでの交通手段_ヘリコプター,やんばるエリアまでの交通手段_旅行会社ツアーバス,やんばるエリアまでの交通手段_フェリー,やんばるエリアまでの交通手段_路線バス、高速バス、シャトルバス,やんばるエリアまでの交通手段_タクシー,やんばるエリアまでの交通手段_その他,やんばるエリアまでの交通手段_その他_text,やんばるエリア内での交通手段_ALL,やんばるエリア内での交通手段_自家用車,やんばるエリア内での交通手段_レンタカー,やんばるエリア内での交通手段_タクシー,やんばるエリア内での交通手段_旅行会社ツアーバス,やんばるエリア内での交通手段_路線バス,やんばるエリア内での交通手段_徒歩,やんばるエリア内での交通手段_レンタサイクル,やんばるエリア内での交通手段_その他,やんばるエリア内での交通手段_その他_text,やんばるエリア内での交通手段の満足度,やんばるエリア内での交通手段の満足度の理由,宿泊数(やんばるエリア),宿泊費(やんばるエリア),観光費(やんばるエリア),飲食費(やんばるエリア),土産費(やんばるエリア),訪問回数(やんばるエリア),前回訪問時期(やんばるエリア),今後の来訪意向(やんばるエリア),今後の来訪時期(やんばるエリア),体験・サービス満足度(やんばるエリア),体験・サービス満足度の理由(やんばるエリア),推奨度(やんばるエリア),推奨項目(やんばるエリア),改善点(やんばるエリア),改善点の内容(やんばるエリア),回答前に訪問したエリア(調査地),回答前に訪問した主な施設(調査地),回答前に訪問した主な施設・その他(調査地),回答後に訪問予定のエリア(調査地),回答後に訪問予定の主な施設(調査地),回答後に訪問予定の主な施設・その他(調査地),現地消費額(調査地),体験・サービス満足度(調査地),体験・サービス満足度の理由(調査地),施設に求めるもの(調査地),施設推奨度(調査地),施設推奨項目(調査地),性別,生年,都道府県,世帯年収,訪問地のエリア名,訪問地の市町村,回答日時
329,304,4泊,"10,000円以上 20,000円未満",宿でのんびり過ごす,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,"観光展・物産展,新聞・雑誌・ガイドブック,インターネット・アプリ",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,,3泊,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",4-5回目,半年-1年前,必ず来たい,半年-1年後,満足,きれいな海、緑を見てリフレッシュできる,8,海と緑でリフレッシュできるから,ある,飲食店での待遇が良くない場合があった,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),その他,ブセナテラス,"10,000円以上 20,000円未満",満足,海がきれい,"万座毛、初めていきました。
想像以上にきれいでよかった！！
入場料100円払いますが、トイレや食事の設備も整っていておすすめです。",10,トイレや食事場所が整っていてよかった。お土産もたくさんあって、ここに行けば間違いなし！,女性,1976,東京都,答えられない,万座毛エリア,恩納村,2025-10-12 9:37:55
330,305,日帰り,使わない,出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,自分ひとり,,インターネット・アプリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,使わない,使わない,使わない,使わない,11回目以上,半年以内,必ず来たい,半年以内,大変満足,,10,,ない,,特になし,特に無し,,特になし,特に無し,,使わない,大変満足,,,10,,無回答,1982,沖縄県,200-300万円未満,宜野座野球場エリア,宜野座村,2025-10-12 10:16:03
331,306,日帰り,"5,000円以上 10,000円未満","宿でのんびり過ごす,アウトドア:ビーチ・海水浴",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,その他家族,,"観光展・物産展,観光パンフレット・ポスター,Instagram",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円未満",11回目以上,半年以内,来たい,半年-1年後,満足,,5,,ある,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,島やんばる(伊江村・伊是名村・伊平屋村),,,"5,000円未満",大変満足,,,10,,女性,1981,沖縄県,100-200万円未満,宜野座野球場エリア,宜野座村,2025-10-12 10:18:14
332,307,1泊,"10,000円以上 20,000円未満",地域の行事,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,TV・ラジオ番組やCM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"自家用車,フェリー",1,0,0,0,1,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,半年以内,必ず来たい,半年以内,大変満足,人がいい,10,自然の豊かさ,ある,交通標識の老朽化と細さが足りない,なかやんばる(名護市・本部町・今帰仁村),ナゴパイナップルパーク,,島やんばる(伊江村・伊是名村・伊平屋村),念頭平松,,"5,000円未満",大変不満,毎回、トイレが壊れている,今帰仁の特産品コーナーを設けては,4,他県の離島ターミナルを勉強してみてはいかがでしょうか。,男性,1961,沖縄県,300-400万円未満,今帰仁の駅そーれエリア,今帰仁村,2025-10-12 10:53:40
333,308,1泊,"5,000円未満","地元の美味しいものを食べる,テーマパーク:その他,お祭りやイベントへの参加・見物",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,中学生以上を含む家族(小学生以下は含まない),,"新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光協会のHP,観光協会・空港・道の駅等の案内所",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"5,000円未満","5,000円未満","5,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,満足,,10,自然に囲まれているので、空気が澄んでいて景色も良い！ローカルグルメや、小さな商店も味があっていいと思う。,ある,地域によっては飲食する処が少なく、閉店時間が早い。,うふやんばる(国頭村・大宜味村・東村),塩屋湾,,なかやんばる(名護市・本部町・今帰仁村),その他,道の駅,"5,000円未満",普通,,テラスで素敵な眺望の中、食事が出来て良かった,8,,女性,1977,沖縄県,200-300万円未満,今帰仁の駅そーれエリア,今帰仁村,2025-10-12 10:57:49
334,309,1泊,"5,000円未満","宿でのんびり過ごす,地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,その他家族,,"美ら海水族館等の観光関連事業者HP,ブログ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"5,000円以上 10,000円未満",使わない,"5,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,やや満足,,7,,ない,,特になし,特に無し,,なかやんばる(名護市・本部町・今帰仁村),その他,熱帯ドリームセンター,使わない,普通,,,7,,女性,1972,沖縄県,300-400万円未満,海洋博公園・観光拠点エリア,本部町,2025-10-12 11:10:43
335,310,1泊,"5,000円未満","宿でのんびり過ごす,リゾートホテルを楽しむ,地元の美味しいものを食べる,花見などの自然鑑賞,名所、旧跡の観光,ドライブ・ツーリング",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,親,,宿泊施設,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"5,000円以上 10,000円未満",使わない,"5,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,普通,県内在住のため、慣れてしまってる。,5,,ない,,特になし,特に無し,,なかやんばる(名護市・本部町・今帰仁村),その他,備瀬,"5,000円未満",満足,,,8,,女性,1973,沖縄県,300-400万円未満,海洋博公園・観光拠点エリア,本部町,2025-10-12 11:13:24
336,311,2泊,"5,000円未満","宿でのんびり過ごす,地元の美味しいものを食べる,名所、旧跡の観光,まちあるき・集落散策",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,観光協会・空港・道の駅等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",11回目以上,半年以内,必ず来たい,半年以内,大変満足,,10,,ない,,中部,その他,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,"10,000円以上 20,000円未満",満足,,,10,,無回答,1978,沖縄県,答えられない,万座毛エリア,恩納村,2025-10-12 11:21:29
337,312,2泊,"5,000円未満","地元の美味しいものを食べる,地域の行事,まちあるき・集落散策,ドライブ・ツーリング",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,パートナー(恋人・夫婦など),,"新聞・雑誌・ガイドブック,観光パンフレット・ポスター,友人・知人",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,2泊,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満","10,000円以上 20,000円未満",11回目以上,半年以内,必ず来たい,半年以内,満足,"駐車場の充実、料金もかからない。
",10,海がキレイ、緑が多く散歩するだけで癒される,ない,,中部,その他,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,"10,000円以上 20,000円未満",満足,,,10,,女性,1978,沖縄県,答えられない,万座毛エリア,恩納村,2025-10-12 11:23:34
338,313,1泊,"5,000円未満","宿でのんびり過ごす,リゾートホテルを楽しむ,地元の美味しいものを食べる,アウトドア:ビーチ・海水浴",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,小学生を含む家族(未就学児は含まない),,"宿泊事業者のHP,インターネット・アプリ,その他",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,国内OTA,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"10,000円以上 20,000円未満","5,000円未満","5,000円未満","5,000円未満",11回目以上,半年以内,必ず来たい,半年以内,大変満足,,10,,ある,"ビーチがプライベート化されていて、入りにくい
県条例で誰でも自由に使える様に決められているのでそれを守らせて欲しい
トイレやシャワー等、海水浴、キャンプ可能な設備を整備して欲しい",門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),その他,みゆきビーチ　幸喜ビーチ,南部,国際通り,,"5,000円未満",大変満足,"食事が美味しかった
眺めが良い",サービスエリアでのキャンプ、焚き火,10,最高の眺めと美味しい食事,男性,1983,沖縄県,1200-1500万円未満,伊芸・屋嘉エリア,金武町,2025-10-12 12:09:03
