Synergy!ID,HistoryID,宿泊数(県内),交通費,訪問目的(やんばるエリア)_ALL,訪問目的(やんばるエリア)_宿でのんびり過ごす,訪問目的(やんばるエリア)_リゾートホテルを楽しむ,訪問目的(やんばるエリア)_地元の美味しいものを食べる,訪問目的(やんばるエリア)_花見などの自然鑑賞,訪問目的(やんばるエリア)_名所、旧跡の観光,訪問目的(やんばるエリア)_テーマパーク:沖縄美ら海水族館,訪問目的(やんばるエリア)_テーマパーク:JUNGLIA,訪問目的(やんばるエリア)_テーマパーク:その他,訪問目的(やんばるエリア)_買い物、アウトレット,訪問目的(やんばるエリア)_お祭りやイベントへの参加・見物,訪問目的(やんばるエリア)_地域の行事,訪問目的(やんばるエリア)_スポーツ観戦や芸能鑑賞(コンサート等),訪問目的(やんばるエリア)_アウトドア:ビーチ・海水浴,訪問目的(やんばるエリア)_アウトドア:マリンスポーツ,訪問目的(やんばるエリア)_アウトドア:登山・トレッキング,訪問目的(やんばるエリア)_アウトドア:キャンプ,訪問目的(やんばるエリア)_まちあるき・集落散策,訪問目的(やんばるエリア)_各種体験(手作り、果物狩りなど),訪問目的(やんばるエリア)_その他スポーツ(ゴルフ、テニスなど),訪問目的(やんばるエリア)_ドライブ・ツーリング,訪問目的(やんばるエリア)_友人・親戚を尋ねる,訪問目的(やんばるエリア)_出張など仕事関係,訪問目的(やんばるエリア)_その他,訪問目的(やんばるエリア)_その他_text,同行者(やんばるエリア),同行者(やんばるエリア)_その他_text,情報収集(やんばるエリア)_ALL,情報収集(やんばるエリア)_観光展・物産展,情報収集(やんばるエリア)_新聞・雑誌・ガイドブック,情報収集(やんばるエリア)_TV・ラジオ番組やCM,情報収集(やんばるエリア)_観光パンフレット・ポスター,情報収集(やんばるエリア)_観光協会のHP,情報収集(やんばるエリア)_美ら海水族館等の観光関連事業者HP,情報収集(やんばるエリア)_宿泊事業者のHP,情報収集(やんばるエリア)_Chat GPT等の生成AI,情報収集(やんばるエリア)_Google map,情報収集(やんばるエリア)_インターネット・アプリ,情報収集(やんばるエリア)_YouTube,情報収集(やんばるエリア)_Twitter,情報収集(やんばるエリア)_Instagram,情報収集(やんばるエリア)_Facebook,情報収集(やんばるエリア)_ブログ,情報収集(やんばるエリア)_友人・知人,情報収集(やんばるエリア)_観光協会・空港・道の駅等の案内所,情報収集(やんばるエリア)_タクシードライバーや地元の人,情報収集(やんばるエリア)_宿泊施設,情報収集(やんばるエリア)_その他,情報収集(やんばるエリア)_その他_text,やんばるエリアまでの交通手段_ALL,やんばるエリアまでの交通手段_自家用車,やんばるエリアまでの交通手段_レンタカー,やんばるエリアまでの交通手段_ヘリコプター,やんばるエリアまでの交通手段_旅行会社ツアーバス,やんばるエリアまでの交通手段_フェリー,やんばるエリアまでの交通手段_路線バス、高速バス、シャトルバス,やんばるエリアまでの交通手段_タクシー,やんばるエリアまでの交通手段_その他,やんばるエリアまでの交通手段_その他_text,やんばるエリア内での交通手段_ALL,やんばるエリア内での交通手段_自家用車,やんばるエリア内での交通手段_レンタカー,やんばるエリア内での交通手段_タクシー,やんばるエリア内での交通手段_旅行会社ツアーバス,やんばるエリア内での交通手段_路線バス,やんばるエリア内での交通手段_徒歩,やんばるエリア内での交通手段_レンタサイクル,やんばるエリア内での交通手段_その他,やんばるエリア内での交通手段_その他_text,やんばるエリア内での交通手段の満足度,やんばるエリア内での交通手段の満足度の理由,宿泊数(やんばるエリア),宿泊費(やんばるエリア),観光費(やんばるエリア),飲食費(やんばるエリア),土産費(やんばるエリア),訪問回数(やんばるエリア),前回訪問時期(やんばるエリア),今後の来訪意向(やんばるエリア),今後の来訪時期(やんばるエリア),体験・サービス満足度(やんばるエリア),体験・サービス満足度の理由(やんばるエリア),推奨度(やんばるエリア),推奨項目(やんばるエリア),改善点(やんばるエリア),改善点の内容(やんばるエリア),回答前に訪問したエリア(調査地),回答前に訪問した主な施設(調査地),回答前に訪問した主な施設・その他(調査地),回答後に訪問予定のエリア(調査地),回答後に訪問予定の主な施設(調査地),回答後に訪問予定の主な施設・その他(調査地),現地消費額(調査地),体験・サービス満足度(調査地),体験・サービス満足度の理由(調査地),施設に求めるもの(調査地),施設推奨度(調査地),施設推奨項目(調査地),性別,生年,都道府県,世帯年収,訪問地のエリア名,訪問地の市町村,回答日時
6224,5573,1泊,"5,000円以上 10,000円未満",出張など仕事関係,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,職場の同僚,,観光協会・空港・道の駅等の案内所,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,"自家用車,レンタカー",1,1,0,0,0,0,0,0,,"自家用車,レンタカー",1,1,0,0,0,0,0,0,,大変満足,伊是名島を訪れましたが島民の方はとても優しく、大変満足いたしました。,1泊,"5,000円以上 10,000円未満","5,000円未満","5,000円以上 10,000円未満","5,000円未満",11回目以上,半年-1年前,必ず来たい,半年以内,大変満足,,10,南部エリアとは違った海の綺麗さがあるので海に行ってほしい。,ない,,特になし,特に無し,,特になし,,,"5,000円以上 10,000円未満",大変満足,施設の方がとてもフレンドリーなのでとても居心地が良かった。,,10,,男性,1998,沖縄県,400-600万円未満,伊是名村エリア,伊是名村,2026-02-19 8:11:51
6225,5574,1泊,"10,000円以上 20,000円未満","花見などの自然鑑賞,テーマパーク:沖縄美ら海水族館",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中学生以上を含む家族(小学生以下は含まない),,"宿泊事業者のHP,インターネット・アプリ",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",6-10回目,半年以内,必ず来たい,半年以内,やや満足,,8,自然が多く、時間がゆっくり流れて非日常を味わえる,ある,"お店が早く閉まる
夜間、道が暗い（街灯が少ない）",南部,国際通り,,中部,美浜アメリカンビレッジ,,"5,000円以上 10,000円未満",普通,,,8,,無回答,1978,沖縄県,300-400万円未満,-,-,2026-02-19 8:26:26
6226,5575,4泊,"50,000円以上 100,000円未満",スポーツ観戦や芸能鑑賞(コンサート等),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,中学生以上を含む家族(小学生以下は含まない),,観光展・物産展,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,やんばるエリアには宿泊しない,"10,000円以上 20,000円未満","5,000円未満","5,000円未満","5,000円未満",初めて,,必ず来たい,半年以内,大変満足,,10,,ない,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),万座毛,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),万座毛,,"10,000円以上 20,000円未満",大変満足,,,10,,女性,1975,広島県,400-600万円未満,万座毛エリア,恩納村,2026-02-19 8:35:17
6227,5576,3泊,"40,000円以上 50,000円未満","リゾートホテルを楽しむ,テーマパーク:JUNGLIA,ドライブ・ツーリング",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,友人,,"インターネット・アプリ,友人・知人,タクシードライバーや地元の人",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,,3泊,"40,000円以上 50,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",6-10回目,半年-1年前,必ず来たい,半年-1年後,やや満足,ジャングリアはまだまだ改善の余地があるとおもいました。,8,食材,ある,ホテル以外で飲食できる場所がすくない,なかやんばる(名護市・本部町・今帰仁村),JUNGLIA,,中部,残波岬,,"5,000円未満",やや不満,朝早く来たのにオープン前で残念でした。9時くらいから開いてくれると嬉しいです。,うみぶどうをぜひ食べてみたかったです。,10,他ではあまり見ないものが色々揃っている,女性,1967,茨城県,答えられない,おんなの駅エリア,恩納村,2026-02-19 9:19:09
6228,5577,3泊,"10,000円以上 20,000円未満","地元の美味しいものを食べる,名所、旧跡の観光,ドライブ・ツーリング",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,自分ひとり,,"観光展・物産展,観光協会・空港・道の駅等の案内所,タクシードライバーや地元の人",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,やんばるエリアには宿泊しない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",4-5回目,半年-1年前,必ず来たい,半年以内,満足,手つかずの自然が満喫できる。,10,ヤンバルクイナ,ある,宿泊情報が乏しいので何とかして欲しいです。,うふやんばる(国頭村・大宜味村・東村),辺戸岬,,中部,残波岬,,"20,000円以上 30,000円未満",大変満足,きれいで買い物しやすいです。,食事のバラエティが欲しいですね。,10,ヤンバルクイナと自然が満喫できるから,男性,1971,神奈川県,600-800万円未満,ヤンバルクイナ生態展示学習施設クイナの森エリア,国頭村,2026-02-19 10:12:16
6229,5578,4泊,"50,000円以上 100,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる,名所、旧跡の観光,友人・親戚を尋ねる",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,パートナー(恋人・夫婦など),,"友人・知人,タクシードライバーや地元の人,宿泊施設",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,"沖縄は車がないと不便なので車で満足
前回はハイブリッドだったので費用面で安価でしたが今回はガソリン車だったので費用面では高くなり大満足ではなかった",4泊,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",11回目以上,半年-1年前,必ず来たい,半年-1年後,大変満足,オクマで知人ができ毎回会えるのが楽しみと自然が豊かでゆっくりした時間が過ごせる,10,自然とゆっくりとした時間そして美味しい食べ物　観光地巡り　季節に合わせたイベント,ある,夜に外食した時(飲酒)後の交通手段少ない　タクシーの台数が少ない,なかやんばる(名護市・本部町・今帰仁村),ナゴパイナップルパーク,,なかやんばる(名護市・本部町・今帰仁村),今帰仁城跡,,"10,000円以上 20,000円未満",大変満足,部屋までの送迎とお部屋のグレードアップがあった事,"今回で２０回程度宿泊しましたが食事が美味しくなりました
種類も多くラウンジも使用できるようなり満足です",10,環境、サービスがよくゆっくり時間を過ごすことができ充実した時間が過ごせる．自然が多く観光地巡りもできる。,女性,1965,埼玉県,400-600万円未満,道の駅ゆいゆい国頭エリア,国頭村,2026-02-19 11:17:54
6230,5579,7泊以上,"5,000円以上 10,000円未満",その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ネオパーク一択,その他,母,Google map,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,7泊以上,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,大変満足,自然がいい,10,ネオパークがあること,ない,,中部,その他,家,中部,その他,家,"5,000円以上 10,000円未満",大変満足,鳥,ネオパークが存在しているだけで感謝を感じております,10,いつも、県外からの友人には、必ず勧めているのがネオパークです。ネオパークには素敵な鳥がいる。そして、普通のテーマパークでは体験できないことができる、そのことを伝えている。,女性,2003,沖縄県,100万円未満,嵐山エリア,名護市,2026-02-19 11:27:01
6231,5580,2泊,"5,000円以上 10,000円未満","リゾートホテルを楽しむ,テーマパーク:沖縄美ら海水族館,ドライブ・ツーリング",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,その他家族,,"観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,3泊,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",11回目以上,半年-1年前,必ず来たい,半年-1年後,大変満足,県内在住でも、やんばるは大好きです！,10,大自然の美しさなど！,ない,あまり変えずにそのままのやんばるを残して欲しいです。,中部,東南植物楽園,,南部,おきなわワールド,,"5,000円以上 10,000円未満",大変満足,近くで動物が観察できて、そして動物も自然にちかい状態で飼育されているところ。,レストランがもう少しメニューが増えてもいいかも。,10,ご家族、カップル、友人同士で楽しめる場所,女性,1975,沖縄県,400-600万円未満,嵐山エリア,名護市,2026-02-19 11:27:38
6232,5581,2泊,"10,000円以上 20,000円未満","宿でのんびり過ごす,リゾートホテルを楽しむ,テーマパーク:沖縄美ら海水族館,アウトドア:マリンスポーツ,友人・親戚を尋ねる",1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,友人,,"Google map,インターネット・アプリ,YouTube,Instagram,友人・知人",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,レンタカーの燃費が良かった,やんばるエリアには宿泊しない,"5,000円以上 10,000円未満","5,000円未満","5,000円未満","5,000円未満",4-5回目,5年以上前,必ず来たい,1-3年後,大変満足,美ら海水族館が昔より充実した感じがしました,10,沖縄に生息している生き物や海や自然を保護する事に目を向けられるので,ない,,特になし,特に無し,,特になし,特に無し,,"5,000円未満",満足,,,10,,女性,1979,東京都,100万円未満,海洋博公園・観光拠点エリア,本部町,2026-02-19 11:54:46
6234,5582,2泊,"20,000円以上 30,000円未満","アウトドア:ビーチ・海水浴,ドライブ・ツーリング",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,友人,,"インターネット・アプリ,タクシードライバーや地元の人",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,運転をしながら気持ちの良い海風を浴びれたので、大変楽しかった,やんばるエリアには宿泊しない,使わない,"10,000円以上 20,000円未満","5,000円未満",使わない,2-3回目,3-5年前,必ず来たい,1-3年後,大変満足,シュノーケリングが楽しかった、キングタコスが安くて量が多くてとても美味しかった,10,シュノーケリング、キングタコス,ない,,中部,美浜アメリカンビレッジ,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),金武観音寺,,"5,000円以上 10,000円未満",大変満足,,,10,,男性,2002,東京都,1200-1500万円未満,金武・並里エリア,金武町,2026-02-19 12:47:47
6235,5583,4泊,"5,000円以上 10,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる,テーマパーク:JUNGLIA",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,友人・知人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,自然豊かで混んでない,3泊,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円未満",6-10回目,1-3年前,来たい,1-3年後,満足,見るところがたくさんある,9,見るところがたくさんある,ない,,南部,国際通り,,特になし,特に無し,,"10,000円以上 20,000円未満",やや満足,値段が手頃,特にない,7,建物が古いけど手頃,男性,1975,千葉県,400-600万円未満,今帰仁の駅そーれエリア,今帰仁村,2026-02-19 12:55:24
6237,5584,4泊,"10,000円以上 20,000円未満","地元の美味しいものを食べる,名所、旧跡の観光,アウトドア:ビーチ・海水浴,アウトドア:マリンスポーツ",0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,友人,,"観光協会のHP,Google map",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,移動が自由だった,2泊,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円未満",初めて,,必ず来たい,半年-1年後,大変満足,マリンスポーツが楽しかった,8,友人,ない,,南部,平和祈念公園,,うふやんばる(国頭村・大宜味村・東村),辺戸岬,,"5,000円以上 10,000円未満",大変満足,タコライス美味しかった、米軍基地あるの驚いた。街の雰囲気良かった。,,8,街がアメリカっぽくてたのしそう,男性,2003,東京都,2000万円以上,金武・並里エリア,金武町,2026-02-19 13:09:38
6239,5585,3泊,"10,000円以上 20,000円未満","地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館,ドライブ・ツーリング",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,その他家族,,"新聞・雑誌・ガイドブック,観光協会のHP,美ら海水族館等の観光関連事業者HP,Google map,Instagram",0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,やんばるエリアには宿泊しない,"5,000円以上 10,000円未満","5,000円未満","5,000円未満","5,000円未満",2-3回目,1-3年前,必ず来たい,1-3年後,満足,,10,,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,中部,残波岬,,"5,000円未満",大変満足,,,10,,男性,1985,愛媛県,800-1000万円未満,今帰仁の駅そーれエリア,今帰仁村,2026-02-19 13:33:22
6240,5586,4泊,"100,000円以上",テーマパーク:JUNGLIA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,YouTube,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,1泊,"30,000円以上 40,000円未満","30,000円以上 40,000円未満","30,000円以上 40,000円未満","5,000円以上 10,000円未満",4-5回目,1-3年前,必ず来たい,1-3年後,大変満足,,9,,ない,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),恩納村海岸(青の洞窟),,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),真栄田岬,,"5,000円未満",大変満足,,,9,,男性,1973,岡山県,600-800万円未満,名護市街エリア,名護市,2026-02-19 13:42:09
6241,5587,5泊,"30,000円以上 40,000円未満","リゾートホテルを楽しむ,テーマパーク:JUNGLIA",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,職場の同僚,,YouTube,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,車が大きくて快適,1泊,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満","5,000円未満",2-3回目,5年以上前,来たい,1-3年後,普通,,5,,ない,,特になし,特に無し,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),万座毛,,"5,000円未満",満足,,,8,,女性,1977,東京都,2000万円以上,名護市街エリア,名護市,2026-02-19 13:44:07
6242,5588,5泊,"30,000円以上 40,000円未満","テーマパーク:JUNGLIA,テーマパーク:その他",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,未就学児を含む家族,,YouTube,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,1泊,"100,000円以上 200,000円未満","50,000円以上 100,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",6-10回目,半年-1年前,必ず来たい,半年以内,大変満足,自然豊か,10,心地よい,ない,,中部,その他,ホテルから直行,中部,美浜アメリカンビレッジ,,"5,000円未満",大変満足,,,10,出来立て頂きます,男性,1977,東京都,2000万円以上,名護市街エリア,名護市,2026-02-19 13:44:44
6243,5589,日帰り,"5,000円未満",ドライブ・ツーリング,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,自分ひとり,,観光展・物産展,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,使わない,使わない,"5,000円未満",使わない,11回目以上,半年以内,必ず来たい,半年以内,大変満足,,10,,ない,,南部,首里城公園,,中部,残波岬,,"5,000円未満",大変満足,,,10,,男性,1992,沖縄県,600-800万円未満,道の駅ぎのざエリア,宜野座村,2026-02-19 13:48:01
6244,5590,日帰り,"5,000円未満",アウトドア:マリンスポーツ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,その他,お客さん,Google map,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,"5,000円未満","5,000円未満","5,000円未満","5,000円未満",11回目以上,半年以内,必ず来たい,半年以内,満足,渋滞が困る,10,沖縄らしさ,ある,"渋滞
ダンプの埃",なかやんばる(名護市・本部町・今帰仁村),その他,崎本部,南部,その他,那覇に,"5,000円未満",満足,美味しかった,特にない,10,海産物,女性,1967,沖縄県,400-600万円未満,名護市街エリア,名護市,2026-02-19 13:59:16
