Synergy!ID,HistoryID,宿泊数(県内),交通費,訪問目的(やんばるエリア)_ALL,訪問目的(やんばるエリア)_宿でのんびり過ごす,訪問目的(やんばるエリア)_リゾートホテルを楽しむ,訪問目的(やんばるエリア)_地元の美味しいものを食べる,訪問目的(やんばるエリア)_花見などの自然鑑賞,訪問目的(やんばるエリア)_名所、旧跡の観光,訪問目的(やんばるエリア)_テーマパーク:沖縄美ら海水族館,訪問目的(やんばるエリア)_テーマパーク:JUNGLIA,訪問目的(やんばるエリア)_テーマパーク:その他,訪問目的(やんばるエリア)_買い物、アウトレット,訪問目的(やんばるエリア)_お祭りやイベントへの参加・見物,訪問目的(やんばるエリア)_地域の行事,訪問目的(やんばるエリア)_スポーツ観戦や芸能鑑賞(コンサート等),訪問目的(やんばるエリア)_アウトドア:ビーチ・海水浴,訪問目的(やんばるエリア)_アウトドア:マリンスポーツ,訪問目的(やんばるエリア)_アウトドア:登山・トレッキング,訪問目的(やんばるエリア)_アウトドア:キャンプ,訪問目的(やんばるエリア)_まちあるき・集落散策,訪問目的(やんばるエリア)_各種体験(手作り、果物狩りなど),訪問目的(やんばるエリア)_その他スポーツ(ゴルフ、テニスなど),訪問目的(やんばるエリア)_ドライブ・ツーリング,訪問目的(やんばるエリア)_友人・親戚を尋ねる,訪問目的(やんばるエリア)_出張など仕事関係,訪問目的(やんばるエリア)_その他,訪問目的(やんばるエリア)_その他_text,同行者(やんばるエリア),同行者(やんばるエリア)_その他_text,情報収集(やんばるエリア)_ALL,情報収集(やんばるエリア)_観光展・物産展,情報収集(やんばるエリア)_新聞・雑誌・ガイドブック,情報収集(やんばるエリア)_TV・ラジオ番組やCM,情報収集(やんばるエリア)_観光パンフレット・ポスター,情報収集(やんばるエリア)_観光協会のHP,情報収集(やんばるエリア)_美ら海水族館等の観光関連事業者HP,情報収集(やんばるエリア)_宿泊事業者のHP,情報収集(やんばるエリア)_Chat GPT等の生成AI,情報収集(やんばるエリア)_Google map,情報収集(やんばるエリア)_インターネット・アプリ,情報収集(やんばるエリア)_YouTube,情報収集(やんばるエリア)_Twitter,情報収集(やんばるエリア)_Instagram,情報収集(やんばるエリア)_Facebook,情報収集(やんばるエリア)_ブログ,情報収集(やんばるエリア)_友人・知人,情報収集(やんばるエリア)_観光協会・空港・道の駅等の案内所,情報収集(やんばるエリア)_タクシードライバーや地元の人,情報収集(やんばるエリア)_宿泊施設,情報収集(やんばるエリア)_その他,情報収集(やんばるエリア)_その他_text,やんばるエリアまでの交通手段_ALL,やんばるエリアまでの交通手段_自家用車,やんばるエリアまでの交通手段_レンタカー,やんばるエリアまでの交通手段_ヘリコプター,やんばるエリアまでの交通手段_旅行会社ツアーバス,やんばるエリアまでの交通手段_フェリー,やんばるエリアまでの交通手段_路線バス、高速バス、シャトルバス,やんばるエリアまでの交通手段_タクシー,やんばるエリアまでの交通手段_その他,やんばるエリアまでの交通手段_その他_text,やんばるエリア内での交通手段_ALL,やんばるエリア内での交通手段_自家用車,やんばるエリア内での交通手段_レンタカー,やんばるエリア内での交通手段_タクシー,やんばるエリア内での交通手段_旅行会社ツアーバス,やんばるエリア内での交通手段_路線バス,やんばるエリア内での交通手段_徒歩,やんばるエリア内での交通手段_レンタサイクル,やんばるエリア内での交通手段_その他,やんばるエリア内での交通手段_その他_text,やんばるエリア内での交通手段の満足度,やんばるエリア内での交通手段の満足度の理由,宿泊数(やんばるエリア),宿泊費(やんばるエリア),観光費(やんばるエリア),飲食費(やんばるエリア),土産費(やんばるエリア),訪問回数(やんばるエリア),前回訪問時期(やんばるエリア),今後の来訪意向(やんばるエリア),今後の来訪時期(やんばるエリア),体験・サービス満足度(やんばるエリア),体験・サービス満足度の理由(やんばるエリア),推奨度(やんばるエリア),推奨項目(やんばるエリア),改善点(やんばるエリア),改善点の内容(やんばるエリア),回答前に訪問したエリア(調査地),回答前に訪問した主な施設(調査地),回答前に訪問した主な施設・その他(調査地),回答後に訪問予定のエリア(調査地),回答後に訪問予定の主な施設(調査地),回答後に訪問予定の主な施設・その他(調査地),現地消費額(調査地),体験・サービス満足度(調査地),体験・サービス満足度の理由(調査地),施設に求めるもの(調査地),施設推奨度(調査地),施設推奨項目(調査地),性別,生年,都道府県,世帯年収,訪問地のエリア名,訪問地の市町村,回答日時
2041,1926,3泊,"40,000円以上 50,000円未満","地元の美味しいものを食べる,名所、旧跡の観光,テーマパーク:沖縄美ら海水族館",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,Google map,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,自家用車だと、移動中も景色が見れて楽しめるから。,やんばるエリアには宿泊しない,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,,必ず来たい,1-3年後,大変満足,美ら海水族館が想像以上に楽しかったから。,10,美ら海水族館、イルカショーやジンベエザメを勧めたいと思った。沖縄でしかできない体験だから。,ある,車の運転が荒い方が多い印象だったところ。,中部,美浜アメリカンビレッジ,,南部,おきなわワールド,,"5,000円未満",大変満足,イルカショーが迫力あってよかった。,手軽に食べれるハンバーガー屋など。,10,イルカショー、無料で見れるのに迫力満点,女性,2004,大阪府,600-800万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-29 1:28:50
2042,1927,2泊,"50,000円以上 100,000円未満","リゾートホテルを楽しむ,名所、旧跡の観光,買い物、アウトレット",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,"観光協会のHP,Google map,インターネット・アプリ,YouTube,友人・知人",0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,"レンタカー,徒歩",0,1,0,0,0,1,0,0,,普通,本土と変わりないと感じたから。,2泊,"30,000円以上 40,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,,来たい,3-5年後,やや満足,"施設対応スタッフの対応について。

",5,親しくて興味ありそうな人に対して。,ない,,なかやんばる(名護市・本部町・今帰仁村),今帰仁城跡,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),万座毛,,"5,000円以上 10,000円未満",満足,スタッフの対応,特になし。,5,親しくて興味ありそうな人にだけ。,男性,1959,香川県,400-600万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-29 6:38:53
2043,1928,4泊,"10,000円以上 20,000円未満",テーマパーク:沖縄美ら海水族館,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,未就学児を含む家族,,"観光協会のHP,美ら海水族館等の観光関連事業者HP",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,燃費のいい車だったし、海がきれいに観られたから。,やんばるエリアには宿泊しない,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円未満",4-5回目,3-5年前,来たい,1-3年後,大変満足,美ら海水族館てジンベイザメを観ながら食事が出来て、子供が本当に楽しんでいてよかった。,9,美ら海水族館のジンベイザメの水槽横のカフェ。,ある,美ら海水族館のジンベイザメ横のカフェのメニューが少ない。,南部,その他,大泊ビーチ,南部,国際通り,,"10,000円以上 20,000円未満",満足,魚たちが綺麗で楽しかった。,ジンベイザメ横のカフェのメニューの改善。種類を増やしてほしい。,9,ジンベイザメを観ながら食事ができるところ。,女性,1985,北海道,600-800万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-29 6:43:28
2044,1929,6泊,"30,000円以上 40,000円未満","リゾートホテルを楽しむ,テーマパーク:JUNGLIA",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,"観光展・物産展,観光パンフレット・ポスター,Google map,タクシードライバーや地元の人",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,,6泊,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","50,000円以上 100,000円未満","40,000円以上 50,000円未満",4-5回目,1-3年前,必ず来たい,1-3年後,やや満足,人が親切,4,宜野座,ない,素朴なままでいてほしい,うふやんばる(国頭村・大宜味村・東村),塩屋湾,,門口(じょうぐち)やんばる(金武町・宜野座村・恩納村),真栄田岬,,"10,000円以上 20,000円未満",満足,子どもか遊べる施設,"もう少し価格設定を安くしてほしい。
",3,"景色が良い
子どもが遊べるプールが無料である
シャワーがあるなど",女性,1977,茨城県,300-400万円未満,道の駅ぎのざエリア,宜野座村,2025-11-29 7:27:31
2045,1930,4泊,"20,000円以上 30,000円未満","名所、旧跡の観光,テーマパーク:その他",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,"新聞・雑誌・ガイドブック,美ら海水族館等の観光関連事業者HP",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,,2泊,"20,000円以上 30,000円未満","50,000円以上 100,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2-3回目,3-5年前,来たい,3-5年後,満足,自然,5,美ら海水族館を含む海洋博公園,ない,交通マナー,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,南部,国際通り,,使わない,普通,トイレが綺麗,地元の食材と沖縄料理,5,ロケーション,男性,1975,茨城県,1000-1200万円未満,道の駅ぎのざエリア,宜野座村,2025-11-29 7:27:41
2046,1931,1泊,"5,000円未満","リゾートホテルを楽しむ,花見などの自然鑑賞",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,インターネット・アプリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"10,000円以上 20,000円未満","5,000円未満","5,000円未満",使わない,11回目以上,半年-1年前,必ず来たい,半年以内,大変満足,,10,,ない,,特になし,特に無し,,中部,その他,,"5,000円未満",大変満足,,,10,,男性,1972,沖縄県,400-600万円未満,おんなの駅エリア,恩納村,2025-11-29 8:22:19
2047,1932,2泊,"10,000円以上 20,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる,テーマパーク:その他,各種体験(手作り、果物狩りなど)",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,友人,,"インターネット・アプリ,友人・知人,タクシードライバーや地元の人",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,"時間に縛られることなく自由にたくさんの場所をまわれました。
景色もよく楽しめました",1泊,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,,必ず来たい,半年-1年後,大変満足,"自然が沢山ありゆったりと時間が流れているようでいやされました
アグー豚や沖縄料理がとても美味しくて大満足です",10,"琉球ガラス煌工房
とても親切に吹きガラスの体験をさせていただけます
スタッフの方々のやさしさで癒されます
",ある,"オリオンビール工場見学に行くのに目立つ看板がなくナビに従って車を走らせましたが、ここほんとうに入って行って大丈夫？という感じの道でしたので不安になりました
施設に到着してからは大満足な時間を過ごせました",なかやんばる(名護市・本部町・今帰仁村),その他,オリオンビール工場,南部,首里城公園,,"5,000円未満",大変満足,"人の素晴らしさに感動いたしました
どちらに伺ってもとても良い接客をうけられました
大満足です","万座毛に伺ったのですが遊歩道がとてもきれいに整備してあって歩きやすかったです
絶景を楽しめました
沖縄の植物は見たことがないものが多いので名前などが表示してあると嬉しいなと思いました",10,"星野リゾートの瀬良垣のホテルです
おしゃれでカジュアルなサービスがちょうどいいです
夜、エントランスの焚き火はとても素敵です
キッチンカーが来ているのもお祭りみたいで楽しいです",女性,1971,茨城県,答えられない,-,-,2025-11-29 8:44:19
2048,1933,2泊,"5,000円以上 10,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館,アウトドア:登山・トレッキング,まちあるき・集落散策",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,親,,"Google map,YouTube",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,レンタカー代が大変安かった。,2泊,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2-3回目,1-3年前,必ず来たい,半年-1年後,大変満足,カヤックやトレッキングで大自然を満喫できた。,10,,ない,,うふやんばる(国頭村・大宜味村・東村),アスムイハイクス,,うふやんばる(国頭村・大宜味村・東村),やんばる野生生物保護センター,,"5,000円未満",大変満足,フロントでお帰りなさいと言っていただき大変嬉しかった。,,10,,女性,1987,東京都,1000-1200万円未満,道の駅ゆいゆい国頭エリア,国頭村,2025-11-29 9:00:11
2049,1934,3泊,"5,000円未満","宿でのんびり過ごす,リゾートホテルを楽しむ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,インターネット・アプリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,その他,0,0,0,0,0,0,0,1,ホテルの送迎バス,"レンタサイクル,その他",0,0,0,0,0,0,1,1,国頭村周遊バス,満足,安価で手頃でした,3泊,"5,000円未満","5,000円未満","40,000円以上 50,000円未満","10,000円以上 20,000円未満",初めて,,必ず来たい,半年-1年後,大変満足,オクマのホテルがとても快適でした。海外で過ごす感覚で、ゆったり過ごせた,10,景色の良さ、自然,ある,自然や景勝地だけでなく、歴史的場所についてもっと知り訪れたかったです。道の駅に多少ありましたが。,南部,その他,県立図書館,南部,首里城公園,,"100,000円以上",大変満足,コテージもレストラン、ビーチ全てにおいて快適、清潔でした,,10,"リフレッシュできる
沖縄南部とは違った自然",女性,1960,神奈川県,答えられない,道の駅ゆいゆい国頭エリア,国頭村,2025-11-29 9:02:27
2051,1935,3泊,"50,000円以上 100,000円未満","地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館,テーマパーク:JUNGLIA,ドライブ・ツーリング",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,職場の同僚,,"新聞・雑誌・ガイドブック,Instagram",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,時間的な自由度がある,やんばるエリアには宿泊しない,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",2-3回目,5年以上前,必ず来たい,半年-1年後,大変満足,自然が豊かで癒しがあった,10,美ら海水族館もジャングリアも自然を感じられて良かったです,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,なかやんばる(名護市・本部町・今帰仁村),JUNGLIA,,"5,000円以上 10,000円未満",大変満足,,,10,海岸線,女性,1974,大分県,2000万円以上,海洋博公園・観光拠点エリア,本部町,2025-11-29 10:24:11
