Synergy!ID,HistoryID,宿泊数(県内),交通費,訪問目的(やんばるエリア)_ALL,訪問目的(やんばるエリア)_宿でのんびり過ごす,訪問目的(やんばるエリア)_リゾートホテルを楽しむ,訪問目的(やんばるエリア)_地元の美味しいものを食べる,訪問目的(やんばるエリア)_花見などの自然鑑賞,訪問目的(やんばるエリア)_名所、旧跡の観光,訪問目的(やんばるエリア)_テーマパーク:沖縄美ら海水族館,訪問目的(やんばるエリア)_テーマパーク:JUNGLIA,訪問目的(やんばるエリア)_テーマパーク:その他,訪問目的(やんばるエリア)_買い物、アウトレット,訪問目的(やんばるエリア)_お祭りやイベントへの参加・見物,訪問目的(やんばるエリア)_地域の行事,訪問目的(やんばるエリア)_スポーツ観戦や芸能鑑賞(コンサート等),訪問目的(やんばるエリア)_アウトドア:ビーチ・海水浴,訪問目的(やんばるエリア)_アウトドア:マリンスポーツ,訪問目的(やんばるエリア)_アウトドア:登山・トレッキング,訪問目的(やんばるエリア)_アウトドア:キャンプ,訪問目的(やんばるエリア)_まちあるき・集落散策,訪問目的(やんばるエリア)_各種体験(手作り、果物狩りなど),訪問目的(やんばるエリア)_その他スポーツ(ゴルフ、テニスなど),訪問目的(やんばるエリア)_ドライブ・ツーリング,訪問目的(やんばるエリア)_友人・親戚を尋ねる,訪問目的(やんばるエリア)_出張など仕事関係,訪問目的(やんばるエリア)_その他,訪問目的(やんばるエリア)_その他_text,同行者(やんばるエリア),同行者(やんばるエリア)_その他_text,情報収集(やんばるエリア)_ALL,情報収集(やんばるエリア)_観光展・物産展,情報収集(やんばるエリア)_新聞・雑誌・ガイドブック,情報収集(やんばるエリア)_TV・ラジオ番組やCM,情報収集(やんばるエリア)_観光パンフレット・ポスター,情報収集(やんばるエリア)_観光協会のHP,情報収集(やんばるエリア)_美ら海水族館等の観光関連事業者HP,情報収集(やんばるエリア)_宿泊事業者のHP,情報収集(やんばるエリア)_Chat GPT等の生成AI,情報収集(やんばるエリア)_Google map,情報収集(やんばるエリア)_インターネット・アプリ,情報収集(やんばるエリア)_YouTube,情報収集(やんばるエリア)_Twitter,情報収集(やんばるエリア)_Instagram,情報収集(やんばるエリア)_Facebook,情報収集(やんばるエリア)_ブログ,情報収集(やんばるエリア)_友人・知人,情報収集(やんばるエリア)_観光協会・空港・道の駅等の案内所,情報収集(やんばるエリア)_タクシードライバーや地元の人,情報収集(やんばるエリア)_宿泊施設,情報収集(やんばるエリア)_その他,情報収集(やんばるエリア)_その他_text,やんばるエリアまでの交通手段_ALL,やんばるエリアまでの交通手段_自家用車,やんばるエリアまでの交通手段_レンタカー,やんばるエリアまでの交通手段_ヘリコプター,やんばるエリアまでの交通手段_旅行会社ツアーバス,やんばるエリアまでの交通手段_フェリー,やんばるエリアまでの交通手段_路線バス、高速バス、シャトルバス,やんばるエリアまでの交通手段_タクシー,やんばるエリアまでの交通手段_その他,やんばるエリアまでの交通手段_その他_text,やんばるエリア内での交通手段_ALL,やんばるエリア内での交通手段_自家用車,やんばるエリア内での交通手段_レンタカー,やんばるエリア内での交通手段_タクシー,やんばるエリア内での交通手段_旅行会社ツアーバス,やんばるエリア内での交通手段_路線バス,やんばるエリア内での交通手段_徒歩,やんばるエリア内での交通手段_レンタサイクル,やんばるエリア内での交通手段_その他,やんばるエリア内での交通手段_その他_text,やんばるエリア内での交通手段の満足度,やんばるエリア内での交通手段の満足度の理由,宿泊数(やんばるエリア),宿泊費(やんばるエリア),観光費(やんばるエリア),飲食費(やんばるエリア),土産費(やんばるエリア),訪問回数(やんばるエリア),前回訪問時期(やんばるエリア),今後の来訪意向(やんばるエリア),今後の来訪時期(やんばるエリア),体験・サービス満足度(やんばるエリア),体験・サービス満足度の理由(やんばるエリア),推奨度(やんばるエリア),推奨項目(やんばるエリア),改善点(やんばるエリア),改善点の内容(やんばるエリア),回答前に訪問したエリア(調査地),回答前に訪問した主な施設(調査地),回答前に訪問した主な施設・その他(調査地),回答後に訪問予定のエリア(調査地),回答後に訪問予定の主な施設(調査地),回答後に訪問予定の主な施設・その他(調査地),現地消費額(調査地),体験・サービス満足度(調査地),体験・サービス満足度の理由(調査地),施設に求めるもの(調査地),施設推奨度(調査地),施設推奨項目(調査地),性別,生年,都道府県,世帯年収,訪問地のエリア名,訪問地の市町村,回答日時
1451,1387,2泊,"5,000円以上 10,000円未満",名所、旧跡の観光,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,友人,,"Google map,友人・知人,観光協会・空港・道の駅等の案内所",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,やんばるエリアには宿泊しない,使わない,"5,000円未満","5,000円未満","5,000円未満",4-5回目,1-3年前,必ず来たい,半年以内,大変満足,今帰仁城がとてもよかった、とくに無料ガイドさんが解説を、してくれたのが良かった,10,"今帰仁城
石積みがすごい、ガイドさんの解説が聞ける",ある,交通手段が、限られる,なかやんばる(名護市・本部町・今帰仁村),その他,道の駅許田,中部,その他,ライカム,"5,000円未満",大変満足,"ガイドさんが解説してくれて勉強になった。
チケット売り場でキャッシュレスで支払いできた。
お手洗いが綺麗だった。","サーターアンダギーとホットコーヒーとか売ってあったらうれしい。
自分の撮った写真をポストカードに印刷してポストから送れるなどあったらやりたい。",10,"無料ガイドさんの解説
詳しいお話を聞くことができるからです。無料で聞けるなんてラッキーです。解説を聞きながら散策するとしないでは理解が100倍くらい変わると思いました。",女性,1987,岐阜県,200-300万円未満,今帰仁城跡エリア,今帰仁村,2025-11-19 0:42:50
1453,1388,4泊,"20,000円以上 30,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,美ら海水族館等の観光関連事業者HP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,べんり〜,やんばるエリアには宿泊しない,"5,000円未満","5,000円未満","5,000円以上 10,000円未満","5,000円未満",初めて,,必ず来たい,半年-1年後,満足,たのし〜さ〜,8,自然と触れ合える！,ない,,島やんばる(伊江村・伊是名村・伊平屋村),伊江ビーチ,,中部,美浜アメリカンビレッジ,,"5,000円未満",満足,,,8,,女性,1973,神奈川県,400-600万円未満,名護市街エリア,名護市,2025-11-19 9:38:53
1454,1389,4泊,"100,000円以上","宿でのんびり過ごす,リゾートホテルを楽しむ,地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,"インターネット・アプリ,YouTube",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,普通,高速道路が暗い,2泊,"50,000円以上 100,000円未満","100,000円以上 200,000円未満","50,000円以上 100,000円未満","10,000円以上 20,000円未満",2-3回目,半年-1年前,来たい,半年-1年後,満足,楽しかった,8,オリオンビール🍺,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,中部,北谷サンセットビーチ,,"5,000円以上 10,000円未満",満足,楽しかった,限定品が欲しかった,8,綺麗で快適,男性,1974,東京都,300-400万円未満,名護市街エリア,名護市,2025-11-19 9:40:11
1455,1390,4泊,"5,000円以上 10,000円未満",テーマパーク:沖縄美ら海水族館,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,パートナー(恋人・夫婦など),,美ら海水族館等の観光関連事業者HP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,やや不満,那覇市内の渋滞,やんばるエリアには宿泊しない,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2-3回目,5年以上前,必ず来たい,3-5年後,満足,,7,,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,"10,000円以上 20,000円未満",満足,,,7,,男性,1971,埼玉県,800-1000万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-19 10:00:26
1456,1391,5泊,"30,000円以上 40,000円未満","地元の美味しいものを食べる,テーマパーク:沖縄美ら海水族館",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,親,,"観光パンフレット・ポスター,美ら海水族館等の観光関連事業者HP,YouTube",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,便利なので,1泊,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円未満",11回目以上,1-3年前,必ず来たい,半年-1年後,満足,,9,,ない,,南部,首里城公園,,中部,美浜アメリカンビレッジ,,"5,000円以上 10,000円未満",満足,,,10,,女性,1987,宮崎県,1000-1200万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-19 10:27:42
1457,1392,日帰り,"5,000円未満","リゾートホテルを楽しむ,花見などの自然鑑賞,テーマパーク:沖縄美ら海水族館,ドライブ・ツーリング",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,パートナー(恋人・夫婦など),,"観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,YouTube",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,自家用車,1,0,0,0,0,0,0,0,,,,1泊,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円未満",11回目以上,半年以内,必ず来たい,半年以内,大変満足,自然が綺麗,9,大自然,ない,,南部,おきなわワールド,特になし,なかやんばる(名護市・本部町・今帰仁村),その他,ネオパークオキナワ,"5,000円未満",大変満足,綺麗な自然,,9,,男性,1974,沖縄県,200-300万円未満,嵐山エリア,名護市,2025-11-19 10:54:38
1459,1393,4泊,"30,000円以上 40,000円未満","リゾートホテルを楽しむ,地元の美味しいものを食べる,名所、旧跡の観光,テーマパーク:沖縄美ら海水族館,ドライブ・ツーリング",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,パートナー(恋人・夫婦など),,YouTube,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,,2泊,使わない,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","5,000円未満",初めて,,必ず来たい,3-5年後,大変満足,,10,,ない,,なかやんばる(名護市・本部町・今帰仁村),沖縄美ら海水族館,,中部,美浜アメリカンビレッジ,,"5,000円未満",満足,,,9,,男性,1978,滋賀県,800-1000万円未満,万座毛エリア,恩納村,2025-11-19 11:23:34
1461,1394,2泊,"50,000円以上 100,000円未満",買い物、アウトレット,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,自分ひとり,,観光パンフレット・ポスター,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,満足,,やんばるエリアには宿泊しない,"5,000円未満","5,000円未満","5,000円未満","5,000円未満",6-10回目,半年以内,来たい,半年-1年後,やや満足,,9,,ない,,うふやんばる(国頭村・大宜味村・東村),その他,,南部,国際通り,,"5,000円未満",大変満足,,,10,,男性,1973,石川県,800-1000万円未満,道の駅ゆいゆい国頭エリア,国頭村,2025-11-19 12:14:14
1462,1395,1泊,"5,000円未満","宿でのんびり過ごす,ドライブ・ツーリング",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,自分ひとり,,"宿泊事業者のHP,インターネット・アプリ,宿泊施設",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,自家用車,1,0,0,0,0,0,0,0,,"自家用車,徒歩",1,0,0,0,0,1,0,0,,,,1泊,"5,000円以上 10,000円未満","5,000円未満","5,000円未満","5,000円未満",11回目以上,半年以内,必ず来たい,半年以内,大変満足,ホテルのスタッフ対応が素晴らしく、日常を忘れる事が出来、明日に向けた元気をいただけました。,10,私の価値観を分かってくれる方には、海と星空の素晴らしさをすすめたい。今回、カヤリゾートコウリジマというホテルに泊まりましたが、おもてなしの気持ちがすごく伝わって気持ち良かった。,ある,国道や道、みちの草刈りが進み、綺麗な海が見えやすくなると観光立県沖縄として素晴らしくアピール出来ると思う。ただ、費用の掛かる事なので難しい事だと分かっている。職場のある北谷町の国道沿いの店舗付近、バス停留所など自分に出来る草刈りを行い、観光客の方に沖縄を気持ち良く観光してもらいたいと思い取り組んでいます。,うふやんばる(国頭村・大宜味村・東村),辺戸岬,,うふやんばる(国頭村・大宜味村・東村),福地川海浜公園,,"5,000円未満",満足,アップルバナナ🍌をお土産に購入しました。スタッフが笑顔でお礼を伝えてくださいました。,今の状態から、もう少し取り扱い商品を増やして賑やかになれば、お客様も増えて、盛り上がる事が出来て、新たな名所になるかなって思います。,8,上記の取組みいただければ、、私も辺戸岬観光案内所のファンになりおすすめするよう頑張ります。,男性,1970,沖縄県,400-600万円未満,辺戸岬観光案内所エリア,国頭村,2025-11-19 12:17:15
1463,1396,3泊,"20,000円以上 30,000円未満",その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,中学生以上を含む家族(小学生以下は含まない),,"新聞・雑誌・ガイドブック,Chat GPT等の生成AI,Google map",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,レンタカー,0,1,0,0,0,0,0,0,,大変満足,家族で訪れていたので、気兼ねなく会話ができたり時間に囚われずに移動できたのは良かったです,3泊,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,,必ず来たい,3-5年後,大変満足,滞在中のホテル、ホテル外での食事、観光施設全てにおいて気持ちのいいサービスを受けました。,10,"ダントツで美ら海水族館
マンタとジンベイザメは絶対、見てほしい",ない,,特になし,特に無し,,特になし,特に無し,,"5,000円以上 10,000円未満",満足,案内がわかりやすい,ここでしか買えないオリジナルグッズをお土産にしたい,10,"何度でも言いたいです
「美ら海水族館」のマンタとジンベイザメは必見です",女性,1968,新潟県,400-600万円未満,海洋博公園・観光拠点エリア,本部町,2025-11-19 12:32:36
