Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
4090,187,男性,40代,恩納村,情報通信業,,どちらでもない,どちらでもない,どちらでもない,まったく思わない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,のんびりとした時間の流れ,0,0,0,1,0,0,,地域産品・お土産,0,0,1,0,0,0,0,,4,4,どちらでもない,,,,2026-01-09 10:09:28
4091,188,女性,40代,恩納村,お仕事をされていない,,どちらでもない,やや思う,どちらでもない,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,やや思う,とても思う,どちらでもない,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,"住民満足度,活動実績",0,0,0,0,0,1,0,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地域産品・お土産,伝統・文化,お祭り・イベント",1,0,1,1,1,0,0,,9,9,満足,海、珊瑚。,やんばるならではの、ゆったり感や自然。,,2026-01-09 10:09:49
4092,189,女性,40代,恩納村,お仕事をされていない,,とても思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,とても思う,とても思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,"住民満足度,地域への経済波及効果",0,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,10,10,大変不満,,,,2026-01-09 10:10:16
4093,190,女性,30代,恩納村,公務,,やや思う,とても思う,やや思う,やや思う,やや思う,あまり思わない,どちらでもない,あまり思わない,あまり思わない,やや思う,まったく思わない,どちらでもない,あまり思わない,あまり思わない,とても思う,どちらでもない,あまり思わない,まったく思わない,やや思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,どちらでもない,"延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,1,1,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,7,6,どちらでもない,,,道が少ないため混雑が酷い。,2026-01-09 10:14:40
4094,191,男性,60代,恩納村,金融業、保険業,,とても思う,とても思う,とても思う,とても思う,やや思う,あまり思わない,やや思う,どちらでもない,やや思う,あまり思わない,とても思う,やや思う,とても思う,どちらでもない,やや思う,とても思う,やや思う,やや思う,とても思う,やや思う,やや思う,あまり思わない,やや思う,どちらでもない,どちらでもない,延べ宿泊者数,0,0,1,0,0,0,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,9,9,満足,海山の自然環境,地域文化芸能,沿道の除草頻度の向上､切実な思いです。本土の友人からの要望も強い｡,2026-01-09 10:16:06
4096,192,男性,40代,恩納村,農林漁業,,とても思う,とても思う,とても思う,とても思う,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,どちらでもない,あまり思わない,やや思う,まったく思わない,やや思う,とても思う,やや思う,とても思う,やや思う,やや思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,"延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,1,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄,その他",1,1,0,1,1,1,,"自然の景観・体験,地元の料理,お祭り・イベント,その他",1,1,0,0,1,0,1,,7,7,満足,農産物のアピールをもっとして欲しい,マンゴーだけでなく、パッションフルーツやアテモヤ、バナナなどの果樹や島唐辛子、島らっきょなどまだまだ観光向けへのアプローチを知って欲しい,恩納村における観光資源で海とホテル、リゾートは受け入れられているが、農林漁業を新たな魅力としてまだまだアピールして観光者の満足度の底上げがまだまだ見込めるものだと思うので、積極的な支援をお願いしたいです。,2026-01-09 10:20:04
4097,193,男性,40代,恩納村,その他,,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,あまり思わない,あまり思わない,どちらでもない,やや思う,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,やや思う,やや思う,あまり思わない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,やや思う,やや思う,"来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率",0,1,1,1,1,0,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,8,10,満足,,,,2026-01-09 10:24:37
4098,194,男性,60代,恩納村,娯楽業,,やや思う,やや思う,やや思う,とても思う,やや思う,あまり思わない,やや思う,あまり思わない,どちらでもない,まったく思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,やや思う,とても思う,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント,地域住民との交流",1,1,1,1,1,1,0,,8,7,どちらでもない,自然環境の持続,自然の素晴らしさや伝統的な文化,恩納村地域にはホテルが多く、シーズンになると観光客の増加があり、周辺がかなり混雑する。車、人、もう少し分散するような事を考えられないか。,2026-01-09 10:24:57
4099,195,女性,50代,恩納村,医療、福祉,,どちらでもない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,のんびりとした時間の流れ,0,0,0,1,0,0,,その他,0,0,0,0,0,0,1,,3,3,大変不満,,水着で街をうろうろしないでほしい,観光客にばかりビーチが占領され昔みたいに地元の人が遊べる浜がなくなっている。自然がうりなのにホテルが立ちすぎて魅力がなくなってきている,2026-01-09 10:29:33
4100,196,男性,50代,恩納村,医療、福祉,,やや思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,とても思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,"来訪者の消費額,来訪者満足度,リピーター率",1,0,0,1,1,0,0,0,0,,0,"豊かな自然景観,地域住民の人柄",1,0,0,0,1,0,,"自然の景観・体験,地域住民との交流",1,0,0,0,0,1,0,,8,6,不満,地域伝統行事の継承,都市部では感じられないゆったりとした時間の流れ、人の温かさ｡,自分たち地域の良さを今一度確認して、それをヤンバルでどう繋げるかを考えた方が良いと思う｡どこか一部の地域に頼るのではなくそれぞれが自分たち地域の強みを全面に出しwin-winの関係性を作らないと長続きしないと思う。,2026-01-09 10:31:22
