Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
2596,34,男性,40代,名護市,公務,,やや思う,どちらでもない,やや思う,とても思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,やや思う,あまり思わない,やや思う,とても思う,どちらでもない,やや思う,やや思う,とても思う,どちらでもない,あまり思わない,あまり思わない,とても思う,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",1,1,1,1,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,7,7,どちらでもない,中南部とは異なる自然,地域独自の祭事（地元住民が大事にしている文化）,観光客が特定の地域に偏っている。,2025-12-10 16:44:35
2597,35,男性,40代,本部町,お仕事をされていない,,とても思う,あまり思わない,あまり思わない,あまり思わない,とても思う,やや思う,どちらでもない,あまり思わない,まったく思わない,まったく思わない,あまり思わない,まったく思わない,やや思う,あまり思わない,とても思う,とても思う,やや思う,まったく思わない,まったく思わない,どちらでもない,あまり思わない,やや思う,どちらでもない,どちらでもない,どちらでもない,"来訪者の消費額,リピーター率,住民満足度,地域への経済波及効果",1,0,0,0,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,5,5,どちらでもない,,,,2025-12-10 16:55:50
2599,36,男性,50代,今帰仁村,学術研究、専門、技術サービス業,,どちらでもない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,あまり思わない,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,0,1,1,1,0,,"自然の景観・体験,伝統・文化,お祭り・イベント,地域住民との交流",1,0,0,1,1,1,0,,8,8,満足,"海、山などの自然環境
子どもたちのいる若い家族
豊年祭などの伝統文化","便利な場所ではない事が魅力
現状の自然を見てほしい","観光客の量より質を上げていくことが重要。
モラルの高い人が選んでくれる、ただ遊びたいだけの人には選ばれない観光地を目指すべき。",2025-12-10 17:10:06
2600,37,女性,20代,名護市,その他,広報,とても思う,とても思う,とても思う,やや思う,やや思う,どちらでもない,どちらでもない,やや思う,とても思う,やや思う,やや思う,やや思う,あまり思わない,まったく思わない,やや思う,とても思う,とても思う,どちらでもない,とても思う,やや思う,どちらでもない,とても思う,どちらでもない,どちらでもない,やや思う,"来訪者の消費額,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,0,1,1,1,0,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,8,9,満足,綺麗な海,綺麗な海・アクティビティ,安和地区の道が整備されていなくぼこぼこ,2025-12-10 17:13:45
2601,38,男性,50代,今帰仁村,その他,国・県施設指定管理業務,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,やや思う,どちらでもない,あまり思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,まったく思わない,どちらでもない,どちらでもない,"住民満足度,地域への経済波及効果",0,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,その他",1,0,0,0,0,0,1,停まっているような時間の流れ,7,7,どちらでもない,開発されない場所・景観,なにもない事のすばらしさをわかって欲しい,住民の生活環境・生活エリア・利便性は保ちつつ、残すべき自然環境・エリアの保全を第一に考えた観光とその啓蒙・手法を模索して欲しい,2025-12-10 17:15:45
2602,39,男性,30代,名護市,娯楽業,,やや思う,とても思う,とても思う,やや思う,どちらでもない,あまり思わない,やや思う,やや思う,どちらでもない,あまり思わない,どちらでもない,どちらでもない,やや思う,やや思う,とても思う,とても思う,やや思う,とても思う,とても思う,とても思う,どちらでもない,どちらでもない,あまり思わない,やや思う,あまり思わない,活動実績,0,0,0,0,0,0,0,1,0,,0,豊かな自然景観,1,0,0,0,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,4,4,どちらでもない,,,,2025-12-10 17:35:00
2603,40,男性,40代,名護市,学術研究、専門、技術サービス業,,やや思う,やや思う,どちらでもない,やや思う,あまり思わない,まったく思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,あまり思わない,やや思う,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,どちらでもない,"来訪者の消費額,住民満足度,地域への経済波及効果",1,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,10,8,不満,,,,2025-12-10 17:39:00
2604,41,女性,30代,名護市,小売業,,どちらでもない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,まったく思わない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,あまり思わない,"来訪者の消費額,来訪者の消費単価",1,1,0,0,0,0,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,地域産品・お土産,0,0,1,0,0,0,0,,7,7,どちらでもない,,,,2025-12-10 17:57:26
2606,42,男性,50代,本部町,その他,海洋博公園・首里城公園等の施設管理運営,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,やや思う,やや思う,とても思う,どちらでもない,とても思う,とても思う,やや思う,どちらでもない,やや思う,とても思う,やや思う,やや思う,やや思う,やや思う,とても思う,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",1,1,0,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,伝統・文化,お祭り・イベント,地域住民との交流",1,1,0,1,1,1,0,,8,10,満足,自然環境保護,"自然（海・滝・植物）
地域住民の人柄","・国際通り屋台村のような地域住民と観光客がふれあえる場があるとよい。
・地域住民と観光客を参加型したイベントが開催されるとよい。
",2025-12-10 18:14:32
2608,43,女性,30代,名護市,娯楽業,,とても思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,とても思う,やや思う,あまり思わない,あまり思わない,まったく思わない,あまり思わない,やや思う,どちらでもない,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,5,どちらでもない,,,,2025-12-10 18:44:44
