Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
4751,307,男性,50代,名護市,公務,,やや思う,とても思う,とても思う,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,やや思う,"来訪者満足度,住民満足度",0,0,0,1,0,1,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,7,8,どちらでもない,,,,2026-01-21 8:27:17
4752,308,男性,20代,本部町,公務,,とても思う,とても思う,とても思う,とても思う,どちらでもない,どちらでもない,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,やや思う,とても思う,とても思う,どちらでもない,どちらでもない,とても思う,とても思う,"来訪者の消費額,来訪者の消費単価,来訪者満足度,地域への経済波及効果",1,1,0,1,0,0,1,0,0,,0,"豊かな自然景観,地元の食文化",1,1,0,0,0,0,,"自然の景観・体験,お祭り・イベント,地域住民との交流",1,0,0,0,1,1,0,,7,7,満足,,,,2026-01-21 8:35:31
4753,309,女性,20代,本部町,小売業,,とても思う,とても思う,とても思う,とても思う,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,とても思う,あまり思わない,とても思う,とても思う,どちらでもない,やや思う,やや思う,とても思う,あまり思わない,やや思う,どちらでもない,やや思う,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度",1,1,1,1,0,0,0,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,4,7,どちらでもない,,,,2026-01-21 8:37:52
4754,310,女性,40代,本部町,公務,,あまり思わない,やや思う,やや思う,とても思う,やや思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,やや思う,やや思う,あまり思わない,やや思う,あまり思わない,やや思う,とても思う,やや思う,あまり思わない,とても思う,とても思う,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者満足度,住民満足度,地域への経済波及効果",1,0,0,1,0,1,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,7,7,満足,,,,2026-01-21 8:38:51
4755,311,女性,40代,名護市,公務,,とても思う,とても思う,とても思う,とても思う,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,まったく思わない,やや思う,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,まったく思わない,あまり思わない,まったく思わない,やや思う,まったく思わない,どちらでもない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,5,満足,,,,2026-01-21 8:47:10
4756,312,女性,40代,東村,公務,,やや思う,どちらでもない,とても思う,どちらでもない,やや思う,まったく思わない,まったく思わない,やや思う,まったく思わない,まったく思わない,とても思う,まったく思わない,やや思う,やや思う,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,リピーター率,住民満足度",1,1,1,0,1,1,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,3,3,どちらでもない,,,,2026-01-21 8:52:27
4757,313,男性,30代,名護市,公務,,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,とても思う,どちらでもない,やや思う,まったく思わない,やや思う,やや思う,どちらでもない,やや思う,とても思う,とても思う,とても思う,とても思う,やや思う,やや思う,やや思う,まったく思わない,やや思う,やや思う,"来訪者満足度,住民満足度,地域への経済波及効果",0,0,0,1,0,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,地域住民との交流",1,1,1,1,0,1,0,,7,8,どちらでもない,,,,2026-01-21 8:54:23
4758,314,女性,30代,本部町,教育、学習支援業,,どちらでもない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,まったく思わない,まったく思わない,とても思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",1,1,0,1,1,1,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,5,3,大変不満,,,"ヤンバルに関わらないが、沖縄は車社会なので、住民の車プラスレンタカーで道路は常に混雑。交通事故も多い。自分が交通事故に巻き込まれるのではないかと心配です。特に外国人運転手は自国のルールで運転してる人もいます。信号がある交差点での赤信号での右折、左折、右車線の走行など。
スーパーも観光客で溢れ混雑するので、時間をずらして空いている時間に行くようにしています。

観光振興ではなく、持続可能な観光地としてのあり方、オーバーツーリズム対策、沖縄県自体の交通のインフラ整備、をして頂きたいです。",2026-01-21 9:05:57
4759,315,女性,40代,名護市,公務,,やや思う,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,やや思う,やや思う,まったく思わない,やや思う,どちらでもない,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,やや思う,まったく思わない,どちらでもない,やや思う,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,5,4,どちらでもない,地域とのつながり。子供や年寄り老若男女が交流できるコミュニティ,自然。海は世界一。アバター的な世界観。,渋滞緩和を希望。車以外の移動手段。北部へ足を運ぶのに、那覇から北部へのアクセスはフェリー、バス、タクシーも値段が高い。結局レンタカー借りちゃう。フェリー、バス利用者への付加価値。北部でお土産購入したら送料無料券や北部独自ポイント。地域通貨などもあればリピーターもふえる？,2026-01-21 9:17:44
4760,316,男性,40代,名護市,教育、学習支援業,,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,どちらでもない,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化",1,1,1,0,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント,地域住民との交流",1,1,1,1,1,1,0,,8,8,満足,,,,2026-01-21 9:20:52
