Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
2611,44,男性,50代,名護市,その他,獣医師,どちらでもない,やや思う,どちらでもない,とても思う,やや思う,あまり思わない,あまり思わない,やや思う,やや思う,とても思う,やや思う,まったく思わない,どちらでもない,あまり思わない,やや思う,とても思う,どちらでもない,やや思う,どちらでもない,とても思う,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,1,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,地元の料理",1,1,0,0,0,0,0,,8,7,満足,自然の豊かさ,自然の豊かさ,観光客やインバウンドを目当てにした観光産業はいずれ衰退することは明らかであるため、それらに依存しないものを生み出すべきである。,2025-12-11 6:49:30
2615,45,女性,40代,名護市,学術研究、専門、技術サービス業,,やや思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,とても思う,とても思う,やや思う,どちらでもない,やや思う,どちらでもない,あまり思わない,どちらでもない,やや思う,あまり思わない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,"自然の景観・体験,地域産品・お土産,伝統・文化",1,0,1,1,0,0,0,,6,6,どちらでもない,,,,2025-12-11 8:32:32
2617,46,女性,40代,名護市,その他,設備関連,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,やや思う,やや思う,あまり思わない,あまり思わない,まったく思わない,やや思う,まったく思わない,やや思う,とても思う,あまり思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,まったく思わない,どちらでもない,まったく思わない,どちらでもない,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果",0,0,0,1,1,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,7,5,どちらでもない,,,,2025-12-11 9:06:15
2618,47,男性,40代,今帰仁村,その他,観光業,やや思う,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,まったく思わない,やや思う,やや思う,まったく思わない,やや思う,とても思う,まったく思わない,やや思う,やや思う,あまり思わない,あまり思わない,やや思う,まったく思わない,とても思う,とても思う,"延べ宿泊者数,来訪者満足度,住民満足度,地域への経済波及効果",0,0,1,1,0,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,伝統・文化,お祭り・イベント,地域住民との交流",1,1,0,1,1,1,0,,10,7,大変満足,"豊かな自然と人の良さ、各地に根付いた伝統や文化であると感じている。

",,,2025-12-11 9:10:37
2619,48,男性,30代,名護市,その他,公園管理等,やや思う,やや思う,やや思う,やや思う,とても思う,あまり思わない,あまり思わない,やや思う,やや思う,やや思う,やや思う,あまり思わない,やや思う,まったく思わない,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,あまり思わない,あまり思わない,"来訪者の消費額,延べ宿泊者数,来訪者満足度,住民満足度,地域への経済波及効果,活動実績",1,0,1,1,0,1,1,1,0,,0,豊かな自然景観,1,0,0,0,0,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,7,8,どちらでもない,,,,2025-12-11 9:17:35
2620,49,男性,40代,名護市,学術研究、専門、技術サービス業,,とても思う,とても思う,とても思う,とても思う,どちらでもない,やや思う,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,やや思う,まったく思わない,やや思う,とても思う,やや思う,あまり思わない,やや思う,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,0,1,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化",1,1,0,0,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,8,8,不満,,,"持続可能な観光地として存続させるための長期的ビジョンが見えない。自然遺産に登録されているのにもかかわらず、生かされていない、知られていない（地元に）と感じます。まずは地元のやんばるの人々が自分の近くにある自然や文化、環境などに感動し、学べる、体験できる仕組みを作るとよいと思う。現在もあるかも知れないが、普通に生活しているとまったくその情報は入ってこないです。
一度でも「感動」を知ることができれば、観光へ来る方、検討している方への情報提供をしたくなる「わかちあい」と考えます。",2025-12-11 9:34:16
2621,50,男性,30代,名護市,教育、学習支援業,,どちらでもない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,リピーター率,住民満足度,地域への経済波及効果",1,1,0,0,1,1,1,0,0,,0,のんびりとした時間の流れ,0,0,0,1,0,0,,地域産品・お土産,0,0,1,0,0,0,0,,5,5,大変不満,,,やんばる地域の特徴の一つとして、固有の自然と人の暮らしが非常に近い、というところが上げられる思います。観光産業を持続可能にするためには、過疎化が進む地域の住環境や景観の維持、農林水産業の担い手の確保、教育や機会格差の是正、といった分野への投資が不可欠です。,2025-12-11 10:27:11
2624,51,男性,30代,今帰仁村,その他,施設管理業務,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,あまり思わない,とても思う,やや思う,どちらでもない,どちらでもない,あまり思わない,やや思う,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,1,1,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,5,5,不満,,,,2025-12-11 11:19:49
2625,52,男性,40代,伊平屋村,公務,,やや思う,やや思う,やや思う,やや思う,やや思う,とても思う,どちらでもない,やや思う,あまり思わない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,やや思う,やや思う,あまり思わない,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,あまり思わない,"来訪者の消費額,来訪者の消費単価,来訪者満足度,地域への経済波及効果",1,1,0,1,0,0,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ,地域住民の人柄",1,0,0,1,1,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,6,6,どちらでもない,,辺境地を押し出し、観光PRしていくべき,,2025-12-11 11:20:19
2633,53,男性,30代,名護市,学術研究、専門、技術サービス業,,やや思う,あまり思わない,あまり思わない,あまり思わない,とても思う,まったく思わない,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,どちらでもない,あまり思わない,まったく思わない,やや思う,とても思う,やや思う,どちらでもない,どちらでもない,どちらでもない,やや思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,特になし,0,0,0,0,0,0,0,0,0,,1,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄,その他",1,1,1,1,1,1,生物多様性の豊かさ,"地元の料理,地域産品・お土産",0,1,1,0,0,0,0,,7,5,大変不満,,野生生物との交通事故に最大限の注意を払ってほしい。なるべくやんばるに行かないでほしい。,本部町から名護に入る道が渋滞する,2025-12-11 12:19:28
