Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
4035,159,女性,40代,本部町,情報通信業,,やや思う,とても思う,やや思う,やや思う,やや思う,どちらでもない,やや思う,やや思う,やや思う,どちらでもない,やや思う,あまり思わない,やや思う,どちらでもない,やや思う,とても思う,やや思う,とても思う,やや思う,やや思う,どちらでもない,とても思う,どちらでもない,やや思う,どちらでもない,"来訪者満足度,住民満足度,地域への経済波及効果",0,0,0,1,0,1,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ",1,1,1,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント",1,1,1,1,1,0,0,,10,10,満足,地域の行事等(豊年祭など),,,2026-01-08 9:56:35
4036,160,男性,70代,本部町,お仕事をされていない,,まったく思わない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,やや思う,どちらでもない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,住民満足度,地域への経済波及効果",1,1,1,0,0,1,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ",1,0,1,1,0,0,,その他,0,0,0,0,0,0,1,なし,8,6,大変不満,,,,2026-01-08 9:59:02
4037,161,女性,50代,本部町,その他,,どちらでもない,やや思う,とても思う,やや思う,あまり思わない,どちらでもない,やや思う,あまり思わない,とても思う,とても思う,どちらでもない,やや思う,とても思う,とても思う,やや思う,とても思う,どちらでもない,やや思う,あまり思わない,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,地域への経済波及効果",1,1,0,1,1,0,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,0,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化",1,1,1,1,0,0,0,,6,4,どちらでもない,,,,2026-01-08 10:02:40
4038,162,男性,40代,本部町,生活関連サービス業,,まったく思わない,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,"来訪者の消費額,延べ宿泊者数,来訪者満足度,リピーター率,地域への経済波及効果",1,0,1,1,1,0,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,"自然の景観・体験,地元の料理,地域住民との交流",1,1,0,0,0,1,0,,8,8,満足,,,,2026-01-08 10:02:58
4039,163,男性,60代,本部町,お仕事をされていない,,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,やや思う,あまり思わない,やや思う,あまり思わない,どちらでもない,とても思う,やや思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,どちらでもない,やや思う,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,リピーター率",1,1,1,0,1,0,0,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,地元の料理,お祭り・イベント",1,1,0,0,1,0,0,,10,10,どちらでもない,,,,2026-01-08 10:05:58
4040,164,女性,50代,本部町,製造業,,やや思う,とても思う,とても思う,とても思う,まったく思わない,まったく思わない,まったく思わない,まったく思わない,とても思う,まったく思わない,まったく思わない,まったく思わない,やや思う,あまり思わない,まったく思わない,とても思う,あまり思わない,やや思う,とても思う,とても思う,あまり思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,地域住民の人柄",1,1,1,0,1,0,,"地元の料理,伝統・文化,お祭り・イベント",0,1,0,1,1,0,0,,5,8,満足,伝統芸能、自然豊かな町,,道路の木の危険度の高い場所が多すぎる。木で車が見えにくい事故に繋がる。狭い道路なのに木の葉が道路に出過ぎている。木が街を壊しているところもある。木の種類や植え方に改善すべきだと思います。沖縄本島が観光地だと思っているので、観光客を迎える、走る道路は年間通してキレイしてに迎えるべきです。,2026-01-08 10:16:05
4041,165,男性,60代,本部町,宿泊業,,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,どちらでもない,とても思う,とても思う,あまり思わない,まったく思わない,どちらでもない,やや思う,どちらでもない,とても思う,とても思う,やや思う,とても思う,やや思う,とても思う,とても思う,とても思う,どちらでもない,とても思う,とても思う,"延べ宿泊者数,来訪者満足度,住民満足度,地域への経済波及効果,活動実績",0,0,1,1,0,1,1,1,0,,0,"豊かな自然景観,地元の食文化,地域住民の人柄",1,1,0,0,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント,地域住民との交流",1,1,1,1,1,1,0,,7,8,どちらでもない,自然環境,自然環境,"インフラ整備
鉄道、空港など",2026-01-08 10:16:30
4044,166,男性,50代,伊是名村,生活関連サービス業,,あまり思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,どちらでもない,あまり思わない,まったく思わない,どちらでもない,まったく思わない,どちらでもない,どちらでもない,まったく思わない,まったく思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,まったく思わない,どちらでもない,まったく思わない,"来訪者満足度,リピーター率,住民満足度,その他",0,0,0,1,1,1,0,0,1,来訪者が何故やんばるを訪れるのか。目的に対し、満足しているのか。,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,お祭り・イベント",1,1,1,1,1,0,0,,6,7,どちらでもない,海が綺麗だったが、観光誘客のためのハード工事などで、利便性は高まっても自然資源が破壊、悪化してきている。,,やんばるは、独特な自然環境が世界に誇れる、他の地域と明確な利がある。やんばる独特の自然を観光に訪れる来訪者を主に、必要最低限のサービス提供をする事で、一般住民の負担もかけず持続可能な観光地になるのでは。旅行者の利便性を高める必要性と、本来あるべきやんばるの自然、人々の生活、活動が比例して良くなる事であれば、進めても良いと思う。,2026-01-08 10:18:56
4045,167,男性,50代,本部町,その他,ダイビング業者,やや思う,とても思う,あまり思わない,とても思う,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,やや思う,あまり思わない,まったく思わない,とても思う,あまり思わない,あまり思わない,やや思う,どちらでもない,まったく思わない,まったく思わない,まったく思わない,あまり思わない,まったく思わない,"来訪者の消費額,リピーター率,地域への経済波及効果",1,0,0,0,1,0,1,0,0,,0,"豊かな自然景観,地域住民の人柄",1,0,0,0,1,0,,自然の景観・体験,1,0,0,0,0,0,0,,7,5,大変不満,伝統芸能の継承,,,2026-01-08 10:24:01
4046,168,男性,40代,本部町,運輸業、郵便業,,やや思う,やや思う,やや思う,やや思う,やや思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,やや思う,まったく思わない,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,あまり思わない,まったく思わない,あまり思わない,どちらでもない,どちらでもない,"来訪者の消費額,来訪者満足度,リピーター率,住民満足度",1,0,0,1,1,1,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,8,8,どちらでもない,,,,2026-01-08 10:28:50
