Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
3295,119,男性,40代,今帰仁村,医療、福祉,,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,"住民満足度,地域への経済波及効果",0,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,自然の景観・体験,1,0,0,0,0,0,0,,9,8,不満,,,,2025-12-26 12:13:42
3296,120,女性,50代,今帰仁村,宿泊業,,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,やや思う,とても思う,やや思う,とても思う,とても思う,やや思う,やや思う,とても思う,やや思う,とても思う,とても思う,"来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",0,0,0,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ,地域住民の人柄",1,1,0,1,1,0,,"自然の景観・体験,地元の料理,お祭り・イベント,地域住民との交流",1,1,0,0,1,1,0,,10,10,大変満足,,,,2025-12-26 12:18:50
3297,121,男性,50代,今帰仁村,学術研究、専門、技術サービス業,,やや思う,やや思う,やや思う,やや思う,とても思う,どちらでもない,あまり思わない,やや思う,まったく思わない,とても思う,まったく思わない,まったく思わない,とても思う,とても思う,やや思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,とても思う,やや思う,とても思う,とても思う,"来訪者の消費額,延べ宿泊者数",1,0,1,0,0,0,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化,地域住民の人柄",1,0,1,0,1,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,8,10,どちらでもない,,,,2025-12-26 12:19:04
3298,122,女性,50代,今帰仁村,小売業,,どちらでもない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,どちらでもない,どちらでもない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,"来訪者の消費額,来訪者の消費単価,地域への経済波及効果",1,1,0,0,0,0,1,0,0,,0,"豊かな自然景観,地域住民の人柄",1,0,0,0,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産",1,1,1,0,0,0,0,,8,8,満足,住民の勤勉さや明るさ,浜で朝日や夕日をただ座って眺めてみて,観光客がたくさん来るのは嬉しくない。狭い道ばかりなので大型バスが連なったり、店舗に大勢でいるのが困る。名護イオンの駐車場で空きを探すのが大変。古くからの食堂がどんどんなくなって、後からできるのは高い店ばかり。,2025-12-26 12:29:33
3299,123,男性,60代,今帰仁村,お仕事をされていない,,やや思う,やや思う,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,やや思う,どちらでもない,やや思う,どちらでもない,やや思う,どちらでもない,あまり思わない,やや思う,やや思う,どちらでもない,"延べ宿泊者数,来訪者満足度,住民満足度",0,0,1,1,0,1,0,0,0,,0,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,"自然の景観・体験,地域産品・お土産",1,0,1,0,0,0,0,,4,4,どちらでもない,,,,2025-12-26 12:30:35
3301,124,女性,40代,今帰仁村,医療、福祉,,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,まったく思わない,あまり思わない,あまり思わない,"住民満足度,地域への経済波及効果",0,0,0,0,0,1,1,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,7,5,不満,,,,2025-12-26 12:36:15
3302,125,男性,60代,今帰仁村,公務,,やや思う,やや思う,やや思う,とても思う,とても思う,どちらでもない,あまり思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,あまり思わない,やや思う,どちらでもない,どちらでもない,とても思う,どちらでもない,やや思う,どちらでもない,どちらでもない,あまり思わない,やや思う,まったく思わない,どちらでもない,あまり思わない,"来訪者の消費額,延べ宿泊者数",1,0,1,0,0,0,0,0,0,,0,"豊かな自然景観,地元の食文化",1,1,0,0,0,0,,"自然の景観・体験,お祭り・イベント",1,0,0,0,1,0,0,,10,8,どちらでもない,,,,2025-12-26 12:36:40
3303,126,男性,40代,今帰仁村,建設業,,どちらでもない,とても思う,とても思う,とても思う,あまり思わない,まったく思わない,どちらでもない,あまり思わない,やや思う,やや思う,まったく思わない,あまり思わない,どちらでもない,あまり思わない,まったく思わない,とても思う,まったく思わない,あまり思わない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,"来訪者の消費額,住民満足度,地域への経済波及効果",1,0,0,0,0,1,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,"自然の景観・体験,地元の料理",1,1,0,0,0,0,0,,7,5,どちらでもない,"自然、
ジャングリアを推すような地域になってはならない。",自然,"観光が地元企業へ貢献してますか？
ジャングリアは何をしたの？ちゃんと広域が管理しないと、市町村じゃやらないから。
今の広域メンバーでは難しいかもしれませんが。
",2025-12-26 12:45:48
3307,127,男性,70代,今帰仁村,お仕事をされていない,,やや思う,やや思う,やや思う,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,どちらでもない,あまり思わない,あまり思わない,とても思う,あまり思わない,やや思う,どちらでもない,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,"来訪者の消費額,来訪者満足度,リピーター率,地域への経済波及効果",1,0,0,1,1,0,1,0,0,,0,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,8,7,どちらでもない,,,,2025-12-26 12:53:48
3308,128,男性,30代,今帰仁村,学術研究、専門、技術サービス業,,やや思う,どちらでもない,やや思う,どちらでもない,やや思う,とても思う,あまり思わない,まったく思わない,やや思う,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,"来訪者の消費額,リピーター率,地域への経済波及効果",1,0,0,0,1,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,3,5,どちらでもない,,,,2025-12-26 13:01:42
