Synergy!ID,HistoryID,性別,年代,居住市町村,業種,その他業種,観光は悪い影響を上回る良い影響があると思う,やんばるエリアは観光地であるべき（積極的に観光客を受け入れるべき）だと思う,やんばるエリアは今後も更なる観光振興を進めるべきと思う,やんばるエリアの観光振興を支援していきたいと思う,企業・事業者数等の増加により地域経済が活性化している,地域の景観が良くなっている,地域の文化の保全・継承につながっている,地域の生活環境の改善・向上につながっている,地域に活気が生まれ転出者が減っている（転入者が増えている）,地域の買い物環境やレクリエーション環境が改善している,地域の交通環境（道路・駐車場整備等）が改善している,地域の商店街が活性化している,地域に訪れる観光客を歓迎している,地域住民と観光客の間で交流が生まれている,観光・観光客のおかげで、企業等への就業機会の向上につながっていると感じる,観光振興により自然・景観環境を守っていきたいと思う,観光・観光客のおかげで自分たちは独特の文化をもっていると感じる,観光・観光客のおかげであなたの住む地域の特徴を継承していきたいと思う,観光・観光客のおかげであなたの住む地域に誇りを持てる,観光・観光客のおかげであなたの住む地域のおすすめの場所をほかの人に教えたいと思う,観光振興により同じ地域に住む住民同士の関係性が強化されると思う,観光・観光客のおかげで買い物する場やレジャー環境が充実していると思う,あなたの日常生活での移動（通勤・通学）環境が改善したと思う,観光振興により旅行者との良い出会いが生まれると思う,観光客のおかげで他者への偏見が減り、他者への理解が深まると思う,定期的に知りたい情報_ALL,定期的に知りたい情報_来訪者の消費額,定期的に知りたい情報_来訪者の消費単価,定期的に知りたい情報_延べ宿泊者数,定期的に知りたい情報_来訪者満足度,定期的に知りたい情報_リピーター率,定期的に知りたい情報_住民満足度,定期的に知りたい情報_地域への経済波及効果,定期的に知りたい情報_活動実績,定期的に知りたい情報_その他,定期的に知りたい情報_その他_text,定期的に知りたい情報_特になし,やんばるエリアが持つ魅力_ALL,やんばるエリアが持つ魅力_豊かな自然景観,やんばるエリアが持つ魅力_地元の食文化,やんばるエリアが持つ魅力_琉球の歴史・文化,やんばるエリアが持つ魅力_のんびりとした時間の流れ,やんばるエリアが持つ魅力_地域住民の人柄,やんばるエリアが持つ魅力_その他,やんばるエリアが持つ魅力_その他_text,やんばるエリアにおいておすすめしたい体験等_ALL,やんばるエリアにおいておすすめしたい体験等_自然の景観・体験,やんばるエリアにおいておすすめしたい体験等_地元の料理,やんばるエリアにおいておすすめしたい体験等_地域産品・お土産,やんばるエリアにおいておすすめしたい体験等_伝統・文化,やんばるエリアにおいておすすめしたい体験等_お祭り・イベント,やんばるエリアにおいておすすめしたい体験等_地域住民との交流,やんばるエリアにおいておすすめしたい体験等_その他,やんばるエリアにおいておすすめしたい体験等_その他_text,やんばるエリアでの暮らしの幸福度,5年後のやんばるエリアでの暮らしの幸福度,やんばるエリアの「持続可能な観光地」としての満足度,居住地域の誇りにしていること,観光客に伝えたい魅力,やんばるの観光について、ご意見,回答日時
4545,285,男性,40代,金武町,医療、福祉,看護師,やや思う,どちらでもない,あまり思わない,あまり思わない,どちらでもない,まったく思わない,まったく思わない,どちらでもない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,とても思う,まったく思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,まったく思わない,まったく思わない,まったく思わない,まったく思わない,住民満足度,0,0,0,0,0,1,0,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,8,8,どちらでもない,,,,2026-01-17 10:10:31
4546,286,男性,40代,金武町,公務,,やや思う,やや思う,やや思う,とても思う,やや思う,やや思う,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,やや思う,あまり思わない,あまり思わない,どちらでもない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,どちらでもない,あまり思わない,"来訪者の消費額,来訪者の消費単価,延べ宿泊者数,リピーター率,住民満足度,地域への経済波及効果",1,1,1,0,1,1,1,0,0,,0,"豊かな自然景観,地元の食文化,のんびりとした時間の流れ",1,1,0,1,0,0,,"自然の景観・体験,地元の料理,地域産品・お土産,お祭り・イベント",1,1,1,0,1,0,0,,5,5,どちらでもない,タコライス、タイモ、血イリチャー等、金武グルメ,,,2026-01-17 10:13:32
4547,287,女性,60代,金武町,小売業,,やや思う,とても思う,やや思う,やや思う,とても思う,とても思う,やや思う,どちらでもない,どちらでもない,あまり思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,とても思う,どちらでもない,とても思う,とても思う,とても思う,とても思う,まったく思わない,まったく思わない,やや思う,やや思う,"来訪者の消費額,来訪者の消費単価,来訪者満足度,リピーター率,住民満足度,地域への経済波及効果,活動実績",1,1,0,1,1,1,1,1,0,,0,"豊かな自然景観,地元の食文化,琉球の歴史・文化,のんびりとした時間の流れ,地域住民の人柄",1,1,1,1,1,0,,"自然の景観・体験,地元の料理,地域産品・お土産,伝統・文化,地域住民との交流",1,1,1,1,0,1,0,,7,8,満足,"人と人との繋がり・年配の方を大切にし、後輩を育てていける環境
これまでの歴史、文化を大切に守りながら、新しい事への挑戦していく事",イベント施設やリゾートホテル、観光地だけでなく、地域の暮らしと文化に触れて欲しい,"朝、金武町屋嘉区から金武中学校まで、1時間20分費やす交通渋滞
夕方の金武町中川区から金武町屋嘉区まで交通渋滞が恐ろしい（片道1時間半）
",2026-01-17 10:16:06
4548,288,女性,40代,金武町,医療、福祉,,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,あまり思わない,やや思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,とても思う,あまり思わない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,地域への経済波及効果,0,0,0,0,0,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,地域産品・お土産,0,0,1,0,0,0,0,,5,5,どちらでもない,,,,2026-01-17 10:16:21
4549,289,女性,70代,金武町,お仕事をされていない,,とても思う,とても思う,とても思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,まったく思わない,あまり思わない,まったく思わない,まったく思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,やや思う,とても思う,やや思う,どちらでもない,やや思う,まったく思わない,あまり思わない,まったく思わない,あまり思わない,とても思う,リピーター率,0,0,0,0,1,0,0,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,9,8,不満,"自然の景観
特産物
","自然の景観
ゆったりとした時間の流れの地域の暮らし
織物　各酒造所の酒",上記に答えたやんばるの魅力をもっと発信してほしい,2026-01-17 10:21:20
4552,290,男性,50代,金武町,生活関連サービス業,,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,まったく思わない,あまり思わない,やや思う,どちらでもない,どちらでもない,まったく思わない,やや思う,あまり思わない,あまり思わない,とても思う,あまり思わない,やや思う,やや思う,やや思う,やや思う,あまり思わない,やや思う,あまり思わない,やや思う,"来訪者の消費額,来訪者満足度,住民満足度",1,0,0,1,0,1,0,0,0,,0,"豊かな自然景観,のんびりとした時間の流れ",1,0,0,1,0,0,,"自然の景観・体験,伝統・文化",1,0,0,1,0,0,0,,6,5,どちらでもない,,,,2026-01-17 10:46:21
4555,291,男性,50代,金武町,医療、福祉,,どちらでもない,あまり思わない,やや思う,とても思う,やや思う,どちらでもない,やや思う,あまり思わない,どちらでもない,あまり思わない,やや思う,あまり思わない,とても思う,やや思う,やや思う,どちらでもない,どちらでもない,やや思う,やや思う,とても思う,どちらでもない,あまり思わない,まったく思わない,どちらでもない,どちらでもない,"来訪者の消費単価,リピーター率,地域への経済波及効果",0,1,0,0,1,0,1,0,0,,0,豊かな自然景観,1,0,0,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,3,5,不満,"　1 地域　文化の　継承　
   2 地域活性化の促進に不可欠な若い活力
　3 ユイマールと呑みニケーション",文化の違いはあるものの　モラル　順応性を持って頂きたいです。,"宿泊税　インフラ　様々な問題点はどこでもありますね
オーバーツーリズムの影響のあったのは去年迄　今年度から中国　アジアからの4割減は、避けられないとおもう",2026-01-17 11:45:18
4560,292,女性,20代,金武町,その他,研究業務補助(アルバイト),あまり思わない,あまり思わない,あまり思わない,どちらでもない,やや思う,どちらでもない,とても思う,とても思う,どちらでもない,どちらでもない,やや思う,やや思う,とても思う,やや思う,とても思う,とても思う,あまり思わない,どちらでもない,まったく思わない,まったく思わない,まったく思わない,どちらでもない,まったく思わない,まったく思わない,どちらでもない,特になし,0,0,0,0,0,0,0,0,0,,1,"豊かな自然景観,地元の食文化,琉球の歴史・文化",1,1,1,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,10,10,どちらでもない,,,,2026-01-17 12:30:39
4562,293,女性,40代,金武町,公務,,やや思う,どちらでもない,やや思う,やや思う,とても思う,やや思う,やや思う,やや思う,やや思う,どちらでもない,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,やや思う,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,特になし,0,0,0,0,0,0,0,0,0,,1,"豊かな自然景観,琉球の歴史・文化",1,0,1,0,0,0,,自然の景観・体験,1,0,0,0,0,0,0,,10,10,どちらでもない,琉球舞踊,青い海、空を楽しんで下さい。,渋滞は懸念してます。,2026-01-17 12:45:00
4563,294,女性,20代,金武町,飲食サービス業,,どちらでもない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,あまり思わない,やや思う,あまり思わない,あまり思わない,あまり思わない,あまり思わない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,あまり思わない,どちらでもない,どちらでもない,あまり思わない,あまり思わない,どちらでもない,"リピーター率,住民満足度,地域への経済波及効果",0,0,0,0,1,1,1,0,0,,0,"地元の食文化,地域住民の人柄",0,1,0,0,1,0,,伝統・文化,0,0,0,1,0,0,0,,8,8,どちらでもない,,,キングタコス前の路駐が多くて迷惑,2026-01-17 13:01:17
